player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Jake Bauers,MIL,L,Tomoyuki Sugano,R,MIL,COL,H,mlb_schedule,0.2669493173035167,275,1,fanduel,330.0,0.2325581395348837,0.0344,0.2389493173035167,0.2697547683923705,0.1444141689373297,0.5858310626702997,3.6,0.95813615774483,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,18.0,7.0,,1,13.0,5.168,0.0256410256410256,0.4615384615384615,0.4102564102564102,90.11555555555556,0.5122111111111111,0.8102166666666667,0.0597826086956521,,,,,4,2,0,0.5,19,3,2026-07-24,823759,641343,"{""novig"": {""odds"": 326}, ""bet365"": {""odds"": 310}, ""pinnacle"": {""odds"": 263}, ""fanduel"": {""odds"": 330}}"
Colton Cowser,BAL,L,Grant Holmes,R,BAL,ATL,H,mlb_schedule,0.1861634070870225,437,1,bet365,550.0,0.15384615384615385,0.0323,0.1581634070870225,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,115.6,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,,5.0,9.0,0,33.0,5.1,0.0,0.4848484848484848,0.3636363636363636,88.634,0.3669844444444444,0.5457188888888889,0.0592592592592592,,,,,2,0,0,0.0,8,1,2026-07-24,824812,681297,"{""novig"": {""odds"": 525}, ""bet365"": {""odds"": 550}, ""betmgm"": {""odds"": 390}, ""pinnacle"": {""odds"": 485}, ""fanduel"": {""odds"": 480}}"
Mauricio Dubón,ATL,R,Trevor Rogers,L,BAL,BAL,A,mlb_schedule,0.1351501628670412,640,1,fanduel,870.0,0.10309278350515463,0.0321,0.1071501628670412,0.1442786069651741,0.0696517412935323,0.7860696517412935,3.9,0.997556218612261,94.3,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,10.0,5.0,9.0,1,13.0,4.609,0.0,0.3529411764705882,0.2156862745098039,83.95755555555554,0.3267411111111111,0.4405466666666667,0.0297619047619047,,,,,12,6,0,0.5,6,4,2026-07-24,824812,643289,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 850}, ""betmgm"": {""odds"": 675}, ""draftkings"": {""odds"": 870}, ""fanduel"": {""odds"": 870}}"
Carson Benge,NYM,L,Roki Sasaki,R,NYM,LAD,H,mlb_schedule,0.156843032705974,538,1,bet365,700.0,0.125,0.0318,0.128843032705974,0.2181372549019608,0.0833333333333333,0.6985294117647058,3.9,0.990687735593467,95.0,83.1,9.7,4.403707847473604,0,87.0,0.0,4 MPH TOWARD OF,7:10 PM ET,Citi Field,11.0,5.0,10.0,0,18.0,4.566,0.0232558139534883,0.3720930232558139,0.1627906976744186,87.86666666666666,0.4145666666666667,0.5499555555555555,0.0769230769230769,,,,,0,0,0,,8,3,2026-07-24,823601,701807,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 700}, ""betmgm"": {""odds"": 525}, ""draftkings"": {""odds"": 620}, ""fanduel"": {""odds"": 630}}"
Otto Lopez,MIA,R,Germán Márquez,R,MIA,SD,H,mlb_schedule,0.1363919494450091,633,1,novig,852.0,0.10504201680672269,0.0313,0.1083919494450091,0.1401869158878504,0.0607476635514018,0.7990654205607477,4.3,0.9989927549689724,84.5,,,,0,,,CALM,7:10 PM ET,loanDepot Park,9.0,1.0,9.0,0,19.0,6.639,0.0178571428571428,0.3571428571428571,0.25,84.94922222222222,0.3279211111111111,0.468371111111111,0.0774647887323943,,,,,6,4,0,0.667,7,2,2026-07-24,823843,672640,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 650}, ""fanduel"": {""odds"": 800}}"
Ezequiel Tovar,COL,R,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.1257329782764212,695,1,bet365,950.0,0.0952380952380952,0.0305,0.0977329782764212,0.2535211267605634,0.0591549295774647,0.6873239436619718,3.4,0.9807990937348888,113.4,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,8.0,9.0,,0,18.0,2.702,0.0454545454545454,0.2272727272727272,0.25,81.5341111111111,0.2298711111111111,0.3471666666666666,0.0441176470588235,,,,,6,2,0,0.333,9,1,2026-07-24,823759,678662,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 950}, ""betmgm"": {""odds"": 625}, ""draftkings"": {""odds"": 880}, ""fanduel"": {""odds"": 800}}"
Eli White,ATL,R,Trevor Rogers,L,BAL,BAL,A,mlb_schedule,0.1330728828012241,651,1,bet365,850.0,0.10526315789473684,0.0278,0.1050728828012241,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,94.3,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,,7.0,9.0,1,6.0,4.609,0.0,0.34375,0.34375,86.01,0.3088888888888889,0.4345222222222222,0.0297619047619047,,,,,4,0,0,0.0,2,4,2026-07-24,824812,642201,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 850}, ""fanduel"": {""odds"": 680}}"
Joey Bart,ATL,R,Trevor Rogers,L,BAL,BAL,A,mlb_schedule,0.143837513877451,595,1,bet365,750.0,0.11764705882352941,0.0262,0.115837513877451,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,94.3,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,,8.0,9.0,1,16.0,4.609,0.0526315789473684,0.3684210526315789,0.2631578947368421,86.95777777777776,0.3622644444444444,0.5643811111111111,0.0297619047619047,,,,,2,0,0,0.0,3,1,2026-07-24,824812,663698,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 750}, ""fanduel"": {""odds"": 560}}"
Tyler Tolbert,KC,R,Tarik Skubal,L,DET,DET,A,mlb_schedule,0.0849365704585886,1077,1,bet365,1550.0,0.06060606060606061,0.0243,0.0569365704585886,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,,9.0,7.5,1,17.0,2.108,0.05,0.3,0.15,77.66711111111111,0.3757666666666666,0.4416622222222222,0.0642857142857142,,,,,4,0,0,0.0,1,1,2026-07-24,824248,686475,"{""novig"": {""odds"": 1233}, ""bet365"": {""odds"": 1550}, ""draftkings"": {""odds"": 1040}, ""fanduel"": {""odds"": 1300}}"
Nick Loftin,KC,R,Tarik Skubal,L,DET,DET,A,mlb_schedule,0.0907553568260034,1002,1,bet365,1400.0,0.06666666666666667,0.0241,0.0627553568260034,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,,6.0,7.5,0,17.0,2.108,0.0,0.1739130434782608,0.3043478260869565,82.06277777777778,0.2253677777777777,0.2975166666666666,0.0642857142857142,,,,,10,2,0,0.2,3,1,2026-07-24,824248,679845,"{""novig"": {""odds"": 1150}, ""bet365"": {""odds"": 1400}, ""fanduel"": {""odds"": 1100}}"
Jake McCarthy,COL,L,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.1069928477843957,835,1,fanduel,1100.0,0.0833333333333333,0.0237,0.0789928477843957,0.1766467065868263,0.0658682634730539,0.7574850299401198,4.3,0.9977386084039012,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,10.0,1.0,,1,12.0,2.702,0.0612244897959183,0.2448979591836734,0.2040816326530612,76.87388888888889,0.2939666666666667,0.4429977777777777,0.0441176470588235,,,,,6,2,0,0.333,8,2,2026-07-24,823759,664983,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 950}, ""fanduel"": {""odds"": 1100}}"
Francisco Alvarez,NYM,R,Roki Sasaki,R,NYM,LAD,H,mlb_schedule,0.1656359945395879,504,1,bet365,600.0,0.14285714285714285,0.0228,0.1376359945395879,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,95.6,83.1,9.7,4.403707847473604,0,87.0,0.0,4 MPH TOWARD OF,7:10 PM ET,Citi Field,,9.0,10.0,1,8.0,4.566,0.0,0.4054054054054054,0.2162162162162162,86.91333333333334,0.4579833333333333,0.7254944444444444,0.0769230769230769,,,,,0,0,0,,9,2,2026-07-24,823601,682626,"{""novig"": {""odds"": 488}, ""bet365"": {""odds"": 600}, ""fanduel"": {""odds"": 470}}"
Matt Vierling,DET,R,Beck Way,R,DET,KC,H,mlb_schedule,0.1074952242969679,830,1,novig,1011.0,0.09000900090009001,0.0175,0.0794952242969679,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,,8.0,7.5,0,35.0,,0.0,0.4,0.25,89.64611111111113,0.3563333333333334,0.4835333333333334,0.0625,,,,,0,0,0,,3,2,2026-07-24,824248,663837,"{""novig"": {""odds"": 1011}, ""draftkings"": {""odds"": 990}, ""fanduel"": {""odds"": 900}}"
Michael Massey,KC,L,Tarik Skubal,L,DET,DET,A,mlb_schedule,0.1032914059073205,868,1,fanduel,1060.0,0.08620689655172414,0.0171,0.0752914059073205,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,97.2,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,,8.0,7.5,0,37.0,2.108,0.0,0.4634146341463415,0.1951219512195122,88.6111111111111,0.3706,0.4895333333333333,0.0642857142857142,,,,,6,2,0,0.333,6,1,2026-07-24,824248,686681,"{""fanduel"": {""odds"": 1060}}"
Javier Sanoja,MIA,R,Germán Márquez,R,MIA,SD,H,mlb_schedule,0.0867441030356113,1053,1,novig,1329.0,0.06997900629811056,0.0168,0.0587441030356113,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,84.5,,,,0,,,CALM,7:10 PM ET,loanDepot Park,,8.0,9.0,0,24.0,6.639,0.0181818181818181,0.3636363636363636,0.1818181818181818,88.3351111111111,0.3038233333333333,0.3833066666666667,0.0774647887323943,,,,,0,0,0,,1,2,2026-07-24,823843,691594,"{""novig"": {""odds"": 1329}, ""bet365"": {""odds"": 1250}, ""betmgm"": {""odds"": 900}, ""draftkings"": {""odds"": 1320}, ""fanduel"": {""odds"": 1200}}"
Adrian Del Castillo,AZ,L,Carson Palmquist,L,WSH,WSH,A,mlb_schedule,0.153272436428125,552,1,fanduel,630.0,0.136986301369863,0.0163,0.125272436428125,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,93.0,,,,0,,,CALM,6:45 PM ET,Nationals Park,,8.0,9.5,1,20.0,,0.0,0.4,0.2571428571428571,92.00944444444444,0.3822777777777777,0.5601722222222222,0.0833333333333333,,,,,0,0,0,,5,0,2026-07-24,822707,680728,"{""novig"": {""odds"": 590}, ""pinnacle"": {""odds"": 486}, ""draftkings"": {""odds"": 610}, ""fanduel"": {""odds"": 630}}"
Gleyber Torres,DET,R,Beck Way,R,DET,KC,H,mlb_schedule,0.10482964492992619,854,1,fanduel,1000.0,0.09090909090909091,0.0139,0.0768296449299262,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,,2.0,7.5,1,43.0,,0.1063829787234042,0.425531914893617,0.2553191489361702,87.6111111111111,0.3798344444444445,0.5733366666666666,0.0625,,,,,0,0,0,,3,1,2026-07-24,824248,650402,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 750}, ""betmgm"": {""odds"": 550}, ""fanduel"": {""odds"": 1000}}"
Luis Lara,MIL,L,Tomoyuki Sugano,R,MIL,COL,H,mlb_schedule,0.1334587485697855,649,1,novig,733.0,0.120048019207683,0.0134,0.1054587485697855,0.22,0.08,0.7000000000000001,3.7,0.9883761862532516,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,,6.0,,0,,5.168,0.0357142857142857,0.4285714285714285,0.1785714285714285,87.41025641025641,0.3589761904761905,0.4726428571428572,0.0597826086956521,,,,,0,0,0,,0,0,2026-07-24,823759,800325,"{""novig"": {""odds"": 733}, ""betmgm"": {""odds"": 600}, ""draftkings"": {""odds"": 720}, ""fanduel"": {""odds"": 700}}"
Leody Taveras,BAL,L,Grant Holmes,R,BAL,ATL,H,mlb_schedule,0.1230380127795233,713,1,bet365,800.0,0.1111111111111111,0.0119,0.0950380127795233,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,115.6,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,,6.0,9.0,1,12.0,5.1,0.0434782608695652,0.217391304347826,0.3043478260869565,82.83,0.3228666666666667,0.4943666666666665,0.0592592592592592,,,,,0,0,0,,4,1,2026-07-24,824812,665750,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 800}, ""draftkings"": {""odds"": 650}, ""fanduel"": {""odds"": 630}}"
Heriberto Hernández,MIA,R,Germán Márquez,R,MIA,SD,H,mlb_schedule,0.1870389636746416,435,1,novig,471.0,0.17513134851138354,0.0119,0.1590389636746416,0.22,0.08,0.7000000000000001,4.1,0.9928187979804218,84.5,,,,0,,,CALM,7:10 PM ET,loanDepot Park,,3.0,9.0,0,14.0,6.639,0.0857142857142857,0.5714285714285714,0.4285714285714285,93.83111111111111,0.5286111111111111,0.8931888888888888,0.0774647887323943,,,,,0,0,0,,6,7,2026-07-24,823843,681715,"{""novig"": {""odds"": 471}, ""bet365"": {""odds"": 425}, ""betmgm"": {""odds"": 425}, ""pinnacle"": {""odds"": 462}, ""fanduel"": {""odds"": 450}}"
Chadwick Tromp,BAL,R,Grant Holmes,R,BAL,ATL,H,mlb_schedule,0.1025214562284378,875,1,bet365,1000.0,0.09090909090909091,0.0116,0.0745214562284378,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,94.3,83.2,9.2,-7.047608876694596,0,89.0,1.0,7 MPH TOWARD HP,7:05 PM ET,Camden Yards,,9.0,9.0,0,391.0,5.1,0.032258064516129,0.3548387096774194,0.2580645161290322,89.21222222222222,0.2775753968253968,0.3878988095238095,0.0592592592592592,,,,,0,0,0,,0,0,2026-07-24,824812,644433,"{""bet365"": {""odds"": 1000}}"
Xavier Edwards,MIA,R,Germán Márquez,R,MIA,SD,H,mlb_schedule,0.0810275243224922,1134,1,novig,1329.0,0.06997900629811056,0.011,0.0530275243224922,0.1336405529953917,0.1198156682027649,0.7465437788018433,4.0,0.9958732151968879,84.5,,,,0,,,CALM,7:10 PM ET,loanDepot Park,6.0,4.0,9.0,0,66.0,6.639,0.0,0.3235294117647059,0.2352941176470588,87.73777777777778,0.3237944444444444,0.4111722222222222,0.0774647887323943,,,,,4,0,0,0.0,2,4,2026-07-24,823843,669364,"{""novig"": {""odds"": 1329}, ""bet365"": {""odds"": 1000}, ""draftkings"": {""odds"": 1280}, ""fanduel"": {""odds"": 1300}}"
Hao-Yu Lee,DET,R,Beck Way,R,DET,KC,H,mlb_schedule,0.1101112563178812,808,1,fanduel,900.0,0.1,0.0101,0.0821112563178812,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,104.4,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,,6.0,7.5,0,22.0,,0.0,0.4324324324324324,0.1081081081081081,89.04088888888889,0.4052355555555555,0.5692533333333334,0.0625,,,,,0,0,0,,3,2,2026-07-24,824248,701678,"{""betmgm"": {""odds"": 550}, ""fanduel"": {""odds"": 900}}"
Troy Johnston,COL,L,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.1092615276183927,815,1,fanduel,900.0,0.1,0.0093,0.0812615276183928,0.1686746987951807,0.1054216867469879,0.7259036144578314,3.7,0.9916777215616716,105.1,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,3.0,6.0,,0,109.0,2.702,0.0,0.4571428571428571,0.3142857142857143,92.40166666666666,0.2742888888888889,0.3579777777777778,0.0441176470588235,,,,,2,2,0,1.0,3,1,2026-07-24,823759,687859,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 750}, ""fanduel"": {""odds"": 900}}"
Zach McKinstry,DET,L,Beck Way,R,DET,KC,H,mlb_schedule,0.0838633436830858,1092,1,novig,1233.0,0.07501875468867217,0.0088,0.0558633436830858,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,97.2,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,,7.0,7.5,0,15.0,,0.0,0.1764705882352941,0.2745098039215686,83.42577777777777,0.3318311111111111,0.4618255555555555,0.0625,,,,,0,0,0,,4,0,2026-07-24,824248,656716,"{""novig"": {""odds"": 1233}, ""bet365"": {""odds"": 1100}, ""draftkings"": {""odds"": 1040}, ""fanduel"": {""odds"": 1100}}"
Tyler Freeman,COL,R,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.0916033410082569,992,1,bet365,1100.0,0.0833333333333333,0.0083,0.0636033410082569,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,113.4,77.8,13.7,13.59788227748611,0,68.0,1.0,14 MPH TOWARD OF,4:10 PM ET,American Family Field,,8.0,,0,51.0,2.702,0.0,0.3695652173913043,0.217391304347826,80.73777777777778,0.3171800000000001,0.4222555555555555,0.0441176470588235,,,,,0,0,0,,1,2,2026-07-24,823759,671289,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1100}, ""fanduel"": {""odds"": 1060}}"
Jakob Marsee,MIA,L,Germán Márquez,R,MIA,SD,H,mlb_schedule,0.1028309589171213,872,1,bet365,950.0,0.09523809523809523,0.0076,0.0748309589171213,0.2233250620347394,0.1488833746898263,0.6277915632754343,3.6,0.9715009511019187,91.5,,,,0,,,CALM,7:10 PM ET,loanDepot Park,5.0,7.0,9.0,0,21.0,6.639,0.0,0.2619047619047619,0.2619047619047619,85.94388888888889,0.3222388888888889,0.4588555555555556,0.0774647887323943,,,,,0,0,0,,4,1,2026-07-24,823843,805300,"{""bet365"": {""odds"": 950}, ""betmgm"": {""odds"": 775}, ""draftkings"": {""odds"": 810}, ""fanduel"": {""odds"": 870}}"
Vinnie Pasquantino,KC,L,Tarik Skubal,L,DET,DET,A,mlb_schedule,0.1016734720461842,884,1,novig,953.0,0.0949667616334283,0.0067,0.0736734720461842,0.1692307692307692,0.12,0.7107692307692307,3.9,0.9920776591917986,97.2,80.3,8.0,2.7361611466053506,0,86.0,0.0,3 MPH TOWARD OF,6:40 PM ET,Comerica Park,6.0,5.0,7.5,0,51.0,2.108,0.0208333333333333,0.4791666666666667,0.2291666666666666,88.49688888888889,0.3550944444444444,0.4959633333333333,0.0642857142857142,,,,,32,6,0,0.188,6,0,2026-07-24,824248,686469,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 750}, ""draftkings"": {""odds"": 910}, ""fanduel"": {""odds"": 900}}"
