player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Masyn Winn,STL,R,Tyler Phillips,R,STL,MIA,H,mlb_schedule,0.1115425561301294,797,1,novig,953.0,0.0949667616334283,0.0166,0.0835425561301294,0.194078947368421,0.1019736842105263,0.7039473684210527,3.9,0.9913236150822724,88.4,93.8,12.4,12.307572280352392,0,93.0,26.0,12 MPH TOWARD OF,2:15 PM ET,Busch Stadium,,5.0,,1,,3.631,0.0,0.2702702702702703,0.081081081081081,85.67286772486771,0.3760119047619047,0.4781071428571428,0.0130718954248366,0.2483660130718954,0.0065359477124183,,,,,2,0,0,0.0,3,0,2026-06-28,823037,691026,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 900}, ""fanduel"": {""odds"": 900}}"
Byron Buxton,MIN,R,Ryan Feltner,R,MIN,COL,H,mlb_schedule,0.3050847457627119,228,1,pinnacle,246.0,0.2890173410404624,0.0161,0.2066500968252939,0.2461538461538461,0.08,0.6738461538461539,4.2,0.9909557091940766,92.4,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,2.0,,1,,4.725,0.0123456790123456,0.3333333333333333,0.2098765432098765,85.30800793650793,0.6250722222222221,1.0337388888888888,0.0267857142857142,0.2991071428571428,0.0267857142857142,,,,,4,4,0,1.0,21,6,2026-06-28,823686,621439,"{""novig"": {""odds"": 228}, ""bet365"": {""odds"": 245}, ""pinnacle"": {""odds"": 246}, ""fanduel"": {""odds"": 230}}"
Brooks Lee,MIN,L,Ryan Feltner,R,MIN,COL,H,mlb_schedule,0.1442307692307692,593,1,fanduel,680.0,0.1282051282051282,0.016,0.1107934816861074,0.1514195583596214,0.0757097791798107,0.7728706624605679,3.9,0.996913504746504,93.0,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,5.0,,1,,4.725,0.0,0.2307692307692307,0.1846153846153846,83.01976984126983,0.2543822222222222,0.3350433333333333,0.0267857142857142,0.2991071428571428,0.0267857142857142,,,,,0,0,0,,11,4,2026-06-28,823686,686797,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 525}, ""pinnacle"": {""odds"": 592}, ""fanduel"": {""odds"": 680}}"
Tommy Troy,AZ,R,Drew Rasmussen,R,TB,TB,A,mlb_schedule,0.1067655664666925,837,1,bet365,1000.0,0.0909090909090909,0.0159,0.0787655664666925,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,110.5,93.6,0.0,0.0,1,92.0,26.0,DOME,1:40 PM ET,Tropicana Field,,9.0,,1,,3.327,0.0344827586206896,0.1724137931034483,0.1551724137931034,78.06773015873017,0.3849833333333333,0.5972333333333333,0.0166666666666666,0.1833333333333333,0.02,2.62,0.9418604651162792,9.0,86.0,0,0,0,,2,1,2026-06-28,822959,694371,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 1000}, ""fanduel"": {""odds"": 870}}"
Josh Jung,TEX,R,Shane Bieber,R,TOR,TOR,A,mlb_schedule,0.1653353191517513,505,1,novig,567.0,0.1499250374812593,0.0154,0.1373353191517513,0.175226586102719,0.0906344410876132,0.7341389728096677,4.2,0.9961669044160212,106.3,79.9,9.2,-7.347446692435095,0,89.0,0.0,7 MPH TOWARD HP,1:37 PM ET,Rogers Centre,,2.0,8.5,0,,,0.024390243902439,0.3414634146341463,0.1219512195121951,84.0926402116402,0.3108288888888888,0.4293266666666666,0.0147058823529411,0.3088235294117647,0.0330882352941176,,,,,0,0,0,,7,2,2026-06-28,822795,673962,"{""novig"": {""odds"": 567}, ""bet365"": {""odds"": 525}, ""pinnacle"": {""odds"": 512}, ""fanduel"": {""odds"": 520}}"
Austin Hedges,CLE,R,Emerson Hancock,R,CLE,SEA,H,mlb_schedule,0.0819976358859257,1120,1,bet365,1400.0,0.0666666666666666,0.0153,0.0539976358859257,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,95.7,81.6,11.2,-4.195593846258215,0,97.0,5.0,4 MPH TOWARD HP,1:40 PM ET,Progressive Field,,9.0,7.5,0,57.0,3.721,0.0,0.15625,0.09375,75.7505873015873,0.2681726190476191,0.3606190476190476,0.024024024024024,0.2672672672672673,0.027027027027027,3.6,1.2705882352941176,12.0,85.0,4,0,0,0.0,0,1,2026-06-28,824422,595978,"{""bet365"": {""odds"": 1400}, ""fanduel"": {""odds"": 1100}}"
Bryson Stott,PHI,L,Cionel Pérez,L,NYM,NYM,A,mlb_schedule,0.1261261261261261,693,1,bet365,800.0,0.1111111111111111,0.015,0.0957285485926516,0.1700680272108843,0.0816326530612244,0.7482993197278912,3.6,0.993030785981222,95.0,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,7.0,7.0,0,,5.521,0.0113636363636363,0.25,0.1590909090909091,83.63273015873015,0.3473088888888888,0.4863033333333333,0.0153846153846153,0.2769230769230769,0.0307692307692307,,,,,8,2,0,0.25,7,1,2026-06-28,823608,681082,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 800}, ""fanduel"": {""odds"": 750}}"
Bo Bichette,NYM,R,Jesús Luzardo,L,NYM,PHI,H,mlb_schedule,0.1524163568773234,556,1,bet365,625.0,0.1379310344827586,0.0145,0.1170596532665117,0.1850828729281768,0.0635359116022099,0.7513812154696132,4.1,0.9966757846581312,95.6,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,3.0,7.0,0,,3.401,0.0103092783505154,0.2474226804123711,0.1030927835051546,81.41696825396825,0.4129311111111111,0.5877844444444444,0.0245614035087719,0.1859649122807017,0.0175438596491228,4.0,0.8772563176895308,9.0,92.33333333333331,4,4,2,1.0,6,5,2026-06-28,823608,666182,"{""novig"": {""odds"": 590}, ""bet365"": {""odds"": 625}, ""fanduel"": {""odds"": 600}}"
Travis Bazzana,CLE,L,Emerson Hancock,R,CLE,SEA,H,mlb_schedule,0.1394036404347466,617,1,bet365,700.0,0.125,0.0144,0.1114036404347466,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,106.3,81.6,11.2,-4.195593846258215,0,97.0,5.0,4 MPH TOWARD HP,1:40 PM ET,Progressive Field,,2.0,7.5,1,8.0,3.721,0.0384615384615384,0.2948717948717949,0.2051282051282051,85.2347857142857,0.3208166666666667,0.4944166666666666,0.024024024024024,0.2672672672672673,0.027027027027027,3.6,1.2705882352941176,12.0,85.0,0,0,0,,7,2,2026-06-28,824422,683953,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 680}}"
Caleb Durbin,BOS,R,Carlos Rodón,L,BOS,NYY,H,mlb_schedule,0.1040651514266364,861,1,bet365,1000.0,0.09090909090909091,0.0132,0.0760651514266364,0.1444866920152091,0.0722433460076045,0.7832699619771863,3.7,0.996509395079285,85.2,78.4,10.1,-9.153708649070165,0,99.0,8.0,9 MPH TOWARD HP,7:20 PM ET,Fenway Park,6.0,6.0,8.0,1,9.0,3.5,0.0,0.24,0.1333333333333333,81.83111111111111,0.3195666666666666,0.4632277777777778,0.0181159420289855,0.2065217391304347,0.0181159420289855,,,,,0,0,0,,5,1,2026-06-28,824744,702332,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 1000}, ""fanduel"": {""odds"": 900}}"
Corbin Carroll,AZ,L,Drew Rasmussen,R,TB,TB,A,mlb_schedule,0.192787908171552,419,1,novig,456.0,0.1798561151079136,0.0129,0.1647879081715521,0.2136498516320474,0.1186943620178041,0.6676557863501483,4.1,0.989072739428824,99.8,93.6,0.0,0.0,1,92.0,26.0,DOME,1:40 PM ET,Tropicana Field,,3.0,,1,,3.327,0.0144927536231884,0.3188405797101449,0.2318840579710145,88.79955555555556,0.4468666666666666,0.6624166666666667,0.0166666666666666,0.1833333333333333,0.02,2.62,0.9418604651162792,9.0,86.0,8,2,0,0.25,11,3,2026-06-28,822959,682998,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 400}, ""pinnacle"": {""odds"": 440}, ""fanduel"": {""odds"": 420}}"
Isaac Collins,KC,L,Anthony Kay,L,CWS,CWS,A,mlb_schedule,0.1177802297770813,749,1,bet365,850.0,0.1052631578947368,0.0125,0.0897802297770813,0.2363636363636363,0.1418181818181818,0.6218181818181818,3.6,0.969819785390714,103.4,78.9,12.6,1.0981623586204925,0,99.0,6.0,CROSSWIND 13 MPH,2:10 PM ET,Rate Field,3.0,7.0,8.0,0,54.0,5.48,0.0,0.3255813953488372,0.2093023255813953,82.95012698412698,0.374,0.4921785714285714,0.0140845070422535,0.2288732394366197,0.028169014084507,,,,,8,0,0,0.0,2,1,2026-06-28,824580,686555,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 850}, ""fanduel"": {""odds"": 560}}"
Kyle Manzardo,CLE,L,Emerson Hancock,R,CLE,SEA,H,mlb_schedule,0.1825058284980208,448,1,novig,488.0,0.1700680272108843,0.0124,0.1545058284980209,0.318007662835249,0.1226053639846743,0.5593869731800766,4.0,0.9623097227564164,106.3,81.6,11.2,-4.195593846258215,0,97.0,5.0,4 MPH TOWARD HP,1:40 PM ET,Progressive Field,9.0,4.0,7.5,1,8.0,3.721,0.04,0.2533333333333333,0.1866666666666666,85.20970634920634,0.36115,0.5182944444444444,0.024024024024024,0.2672672672672673,0.027027027027027,3.6,1.2705882352941176,12.0,85.0,10,0,0,0.0,9,2,2026-06-28,824422,700932,"{""novig"": {""odds"": 488}, ""bet365"": {""odds"": 425}, ""pinnacle"": {""odds"": 419}, ""fanduel"": {""odds"": 470}}"
Ernie Clement,TOR,R,Kumar Rocker,R,TOR,TEX,H,mlb_schedule,0.1120928104399113,792,1,fanduel,900.0,0.1,0.0121,0.0840928104399113,0.1003134796238244,0.0313479623824451,0.8683385579937304,3.7,0.9994479265686108,106.3,79.9,9.2,-7.347446692435095,0,89.0,0.0,7 MPH TOWARD HP,1:37 PM ET,Rogers Centre,,6.0,8.5,0,,4.149,0.0,0.1860465116279069,0.1627906976744186,81.58890476190476,0.2484266666666666,0.3317277777777778,0.0103092783505154,0.3092783505154639,0.0137457044673539,,,,,4,2,0,0.5,4,3,2026-06-28,822795,676391,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 850}, ""fanduel"": {""odds"": 900}}"
Brett Baty,NYM,L,Jesús Luzardo,L,NYM,PHI,H,mlb_schedule,0.0949074074074074,954,1,fanduel,1100.0,0.0833333333333333,0.0116,0.0759635634397551,0.2830882352941176,0.1029411764705882,0.6139705882352942,3.5,0.9642586145918852,95.0,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,8.0,7.0,0,,3.401,0.0,0.1911764705882352,0.1323529411764706,80.59975661375663,0.2610773809523809,0.3779761904761904,0.0245614035087719,0.1859649122807017,0.0175438596491228,4.0,0.8772563176895308,9.0,92.33333333333331,6,2,0,0.333,3,0,2026-06-28,823608,683146,"{""fanduel"": {""odds"": 1100}}"
Tyrone Taylor,NYM,R,Jesús Luzardo,L,NYM,PHI,H,mlb_schedule,0.0949074074074074,954,1,bet365,1100.0,0.0833333333333333,0.0116,0.0745909154930679,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,95.6,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,7.0,7.0,0,,3.401,0.0204081632653061,0.3469387755102041,0.2244897959183673,83.24499999999999,0.3032628205128205,0.4717115384615384,0.0245614035087719,0.1859649122807017,0.0175438596491228,4.0,0.8772563176895308,9.0,92.33333333333331,18,6,0,0.333,1,2,2026-06-28,823608,621438,"{""novig"": {""odds"": 871}, ""bet365"": {""odds"": 1100}, ""fanduel"": {""odds"": 870}}"
Ha-Seong Kim,ATL,R,Robbie Ray,L,SF,SF,A,mlb_schedule,0.1024800653499804,876,1,bet365,1000.0,0.0909090909090909,0.0116,0.0744800653499804,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,91.7,73.5,16.2,11.84792996623056,0,88.0,0.0,12 MPH TOWARD OF,4:05 PM ET,Oracle Park,,9.0,8.5,0,280.0,5.332,0.0131578947368421,0.1052631578947368,0.1710526315789473,79.4805634920635,0.2284111111111111,0.29855,0.0303030303030303,0.2151515151515151,0.0303030303030303,3.7,1.4372623574144487,14.0,87.66666666666667,6,0,0,0.0,0,0,2026-06-28,823204,673490,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 1000}, ""fanduel"": {""odds"": 870}}"
Ketel Marte,AZ,R,Drew Rasmussen,R,TB,TB,A,mlb_schedule,0.1853484384443245,440,1,bet365,475.0,0.1739130434782608,0.0114,0.1573484384443245,0.1399416909620991,0.075801749271137,0.7842565597667638,4.3,0.9986324863226992,110.5,93.6,0.0,0.0,1,92.0,26.0,DOME,1:40 PM ET,Tropicana Field,,1.0,,1,,3.327,0.0181818181818181,0.4545454545454545,0.1272727272727272,89.33344444444445,0.3668333333333333,0.5105192307692308,0.0166666666666666,0.1833333333333333,0.02,2.62,0.9418604651162792,9.0,86.0,0,0,0,,8,6,2026-06-28,822959,606466,"{""novig"": {""odds"": 456}, ""bet365"": {""odds"": 475}, ""pinnacle"": {""odds"": 457}, ""fanduel"": {""odds"": 400}}"
David Hamilton,MIL,L,Ryan Rolison,L,MIL,CHC,H,mlb_schedule,0.0946115746046375,957,1,bet365,1100.0,0.0833333333333333,0.0113,0.0666115746046375,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,105.1,76.8,10.1,5.050000000000001,0,90.0,15.0,5 MPH TOWARD OF,2:10 PM ET,American Family Field,,9.0,,0,22.0,4.485,0.0327868852459016,0.2295081967213114,0.2295081967213114,78.08627777777777,0.2589369047619047,0.3592904761904761,0.0149253731343283,0.2537313432835821,0.0,,,,,2,2,0,1.0,3,0,2026-06-28,823769,666152,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 1100}, ""fanduel"": {""odds"": 1000}}"
Yandy Díaz,TB,R,Merrill Kelly,R,TB,AZ,H,mlb_schedule,0.1778122124717163,462,1,bet365,500.0,0.1666666666666666,0.0111,0.1498122124717164,0.1331360946745562,0.1272189349112426,0.7396449704142012,4.3,0.9969314466450276,110.5,93.6,0.0,0.0,1,92.0,26.0,DOME,1:40 PM ET,Tropicana Field,,1.0,,0,,6.117,0.0,0.2738095238095238,0.1547619047619047,84.95547089947088,0.3394333333333333,0.4042,0.0272727272727272,0.3,0.0363636363636363,,,,,6,2,0,0.333,8,4,2026-06-28,822959,650490,"{""novig"": {""odds"": 488}, ""bet365"": {""odds"": 500}, ""pinnacle"": {""odds"": 466}, ""fanduel"": {""odds"": 480}}"
Amed Rosario,NYY,R,Sonny Gray,R,BOS,BOS,A,mlb_schedule,0.1155908234166365,765,1,novig,852.0,0.10504201680672269,0.0105,0.0875908234166365,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,85.2,78.4,10.1,-9.153708649070165,0,99.0,8.0,9 MPH TOWARD HP,7:20 PM ET,Fenway Park,,6.0,8.0,0,33.0,3.934,0.0163934426229508,0.2295081967213114,0.1475409836065573,81.857,0.2585555555555555,0.373125,0.0154440154440154,0.2393822393822393,0.0193050193050193,,,,,44,12,0,0.273,4,3,2026-06-28,824744,642708,"{""novig"": {""odds"": 852}, ""fanduel"": {""odds"": 630}}"
Cooper Pratt,MIL,R,Ryan Rolison,L,MIL,CHC,H,mlb_schedule,0.10567148702891,846,1,bet365,950.0,0.0952380952380952,0.0104,0.0776714870289101,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,113.4,76.8,10.1,5.050000000000001,0,90.0,15.0,5 MPH TOWARD OF,2:10 PM ET,American Family Field,,8.0,,0,,4.485,0.0,0.1956521739130435,0.0652173913043478,83.84619047619047,0.4090166666666667,0.5703166666666666,0.0149253731343283,0.2537313432835821,0.0,,,,,0,0,0,,0,0,2026-06-28,823769,806198,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 950}, ""fanduel"": {""odds"": 900}}"
Hao-Yu Lee,DET,R,Hunter Brown,R,DET,HOU,H,mlb_schedule,0.0935398142494395,969,1,bet365,1100.0,0.0833333333333333,0.0102,0.0655398142494395,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,104.4,,,,0,,,CALM,1:40 PM ET,Comerica Park,,7.0,8.0,0,27.0,1.6,0.0,0.2033898305084746,0.1525423728813559,82.38161375661375,0.3089547619047619,0.4271285714285714,0.0107142857142857,0.1928571428571428,0.0178571428571428,,,,,4,2,0,0.5,1,2,2026-06-28,824256,701678,"{""bet365"": {""odds"": 1100}, ""fanduel"": {""odds"": 900}}"
Mookie Betts,LAD,R,Michael King,R,SD,SD,A,mlb_schedule,0.1528079686118479,554,1,bet365,600.0,0.1428571428571428,0.01,0.1248079686118479,0.22,0.08,0.7000000000000001,4.0,0.9919,101.7,70.6,10.3,-2.665836164555965,0,87.0,5.0,CROSSWIND 10 MPH,4:10 PM ET,Petco Park,,4.0,8.0,1,9.0,4.019,0.0133333333333333,0.28,0.24,85.02085978835979,0.3601933333333333,0.4985988888888889,0.0217391304347826,0.2282608695652173,0.0326086956521739,3.33,0.9782608695652174,10.0,92.0,26,6,4,0.231,10,2,2026-06-28,823281,605141,"{""novig"": {""odds"": 567}, ""bet365"": {""odds"": 600}, ""fanduel"": {""odds"": 560}}"
Taylor Ward,BAL,R,Zack Littell,R,BAL,WSH,H,mlb_schedule,0.1524163568773234,556,1,bet365,600.0,0.1428571428571428,0.0096,0.1171864906580131,0.2114882506527415,0.1775456919060052,0.6109660574412532,4.3,0.9827437578623855,94.3,77.2,4.7,-4.613647762204021,0,97.0,27.0,5 MPH TOWARD HP,1:35 PM ET,Camden Yards,,1.0,9.0,1,,5.945,0.0125,0.225,0.125,83.23783333333333,0.4152261904761904,0.5749285714285713,0.0204778156996587,0.2593856655290102,0.030716723549488,,,,,22,10,4,0.455,3,2,2026-06-28,824821,621493,"{""novig"": {""odds"": 525}, ""bet365"": {""odds"": 600}, ""fanduel"": {""odds"": 480}}"
Bryce Harper,PHI,L,Cionel Pérez,L,NYM,NYM,A,mlb_schedule,0.1927272727272727,419,1,pinnacle,443.0,0.1841620626151013,0.0086,0.1672741782408686,0.1878612716763005,0.1445086705202312,0.6676300578034682,4.1,0.9890692706676324,95.0,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,3.0,7.0,1,,5.521,0.0294117647058823,0.3529411764705882,0.1617647058823529,87.12604761904761,0.3950911111111111,0.5358566666666668,0.0153846153846153,0.2769230769230769,0.0307692307692307,,,,,10,10,2,1.0,16,3,2026-06-28,823608,547180,"{""novig"": {""odds"": 441}, ""bet365"": {""odds"": 400}, ""pinnacle"": {""odds"": 443}, ""fanduel"": {""odds"": 430}}"
Matt Vierling,DET,R,Hunter Brown,R,DET,HOU,H,mlb_schedule,0.0985926904631544,914,1,novig,1011.0,0.09000900090009,0.0086,0.0705926904631544,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,104.4,,,,0,,,CALM,1:40 PM ET,Comerica Park,,9.0,8.0,1,9.0,1.6,0.0161290322580645,0.2096774193548387,0.1612903225806451,83.48920634920636,0.2413066666666666,0.3604977777777777,0.0107142857142857,0.1928571428571428,0.0178571428571428,,,,,18,6,0,0.333,4,2,2026-06-28,824256,663837,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1000}, ""fanduel"": {""odds"": 1000}}"
Jeff McNeil,ATH,L,Sam Aldegheri,L,LAA,LAA,A,mlb_schedule,0.0994213359226066,906,1,fanduel,1000.0,0.0909090909090909,0.0085,0.0714213359226066,0.1305970149253731,0.0932835820895522,0.7761194029850746,3.5,0.9946904514385084,103.2,74.2,9.9,5.957968729205279,0,81.0,2.0,6 MPH TOWARD OF,3:15 PM ET,Angel Stadium,3.0,8.0,9.5,0,13.0,4.1,0.0,0.1333333333333333,0.1466666666666666,79.8482683982684,0.2883611111111112,0.3672833333333333,0.0144230769230769,0.2259615384615384,0.0240384615384615,,,,,0,0,0,,3,0,2026-06-28,824011,643446,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 950}, ""fanduel"": {""odds"": 1000}}"
Willi Castro,COL,R,Connor Prielipp,L,MIN,MIN,A,mlb_schedule,0.1261261261261261,693,1,bet365,750.0,0.1176470588235294,0.0085,0.0893856123342362,0.2535714285714285,0.1,0.6464285714285715,4.3,0.9885593209588602,92.4,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,1.0,,0,,3.421,0.0,0.2258064516129032,0.1290322580645161,81.26872222222224,0.3444923076923077,0.4786717948717948,0.0245614035087719,0.2456140350877192,0.0175438596491228,,,,,0,0,0,,6,0,2026-06-28,823686,650489,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 750}, ""fanduel"": {""odds"": 680}}"
Vaughn Grissom,LAA,R,Aaron Civale,R,LAA,ATH,H,mlb_schedule,0.143447220596065,597,1,novig,641.0,0.1349527665317139,0.0085,0.115447220596065,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,100.9,74.2,9.9,5.957968729205279,0,81.0,2.0,6 MPH TOWARD OF,3:15 PM ET,Angel Stadium,,5.0,9.5,1,25.0,5.471,0.0108695652173913,0.217391304347826,0.1521739130434782,81.28241269841268,0.3730322222222222,0.5523066666666666,0.0308219178082191,0.3219178082191781,0.0376712328767123,,,,,8,0,0,0.0,4,0,2026-06-28,824011,687093,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 550}, ""pinnacle"": {""odds"": 614}, ""fanduel"": {""odds"": 560}}"
Jakob Marsee,MIA,L,Kyle Leahy,R,STL,STL,A,mlb_schedule,0.1084042230745241,822,1,fanduel,900.0,0.1,0.0084,0.0804042230745241,0.2351190476190476,0.1488095238095238,0.6160714285714285,4.3,0.9836966496457756,81.1,93.8,12.4,12.307572280352392,0,93.0,26.0,12 MPH TOWARD OF,2:15 PM ET,Busch Stadium,,1.0,,1,,4.693,0.0,0.2388059701492537,0.0298507462686567,81.62744444444446,0.4314464285714285,0.5502916666666666,0.011070110701107,0.3357933579335793,0.029520295202952,,,,,4,2,0,0.5,3,1,2026-06-28,823037,805300,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 750}, ""fanduel"": {""odds"": 900}}"
Cody Bellinger,NYY,L,Sonny Gray,R,BOS,BOS,A,mlb_schedule,0.1432315110511791,598,1,novig,641.0,0.1349527665317139,0.0083,0.1152315110511791,0.132183908045977,0.1408045977011494,0.7270114942528736,4.0,0.9944463635673703,80.8,78.4,10.1,-9.153708649070165,0,99.0,8.0,9 MPH TOWARD HP,7:20 PM ET,Fenway Park,11.0,4.0,8.0,1,11.0,3.934,0.0120481927710843,0.216867469879518,0.1927710843373494,84.67195767195767,0.3835055555555555,0.54015,0.0154440154440154,0.2393822393822393,0.0193050193050193,,,,,24,6,0,0.25,7,4,2026-06-28,824744,641355,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 500}, ""pinnacle"": {""odds"": 530}, ""fanduel"": {""odds"": 560}}"
Brice Turang,MIL,L,Ryan Rolison,L,MIL,CHC,H,mlb_schedule,0.1328508035689086,653,1,bet365,700.0,0.125,0.0079,0.1048508035689086,0.263768115942029,0.1420289855072463,0.5942028985507246,4.1,0.9752219767295282,105.1,76.8,10.1,5.050000000000001,0,90.0,15.0,5 MPH TOWARD OF,2:10 PM ET,American Family Field,11.0,3.0,,0,12.0,4.485,0.0263157894736842,0.1710526315789473,0.1052631578947368,82.52323015873016,0.3522888888888888,0.5419333333333333,0.0149253731343283,0.2537313432835821,0.0,,,,,2,2,0,1.0,11,1,2026-06-28,823769,668930,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 680}}"
Kody Clemens,MIN,L,Ryan Feltner,R,MIN,COL,H,mlb_schedule,0.1927272727272727,419,1,novig,441.0,0.1848428835489833,0.0079,0.1591018907576811,0.2116788321167883,0.0875912408759124,0.7007299270072993,4.1,0.9928901655703531,93.0,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,3.0,,1,,4.725,0.0379746835443038,0.3291139240506329,0.189873417721519,87.82937037037036,0.4169422222222222,0.6031433333333334,0.0267857142857142,0.2991071428571428,0.0267857142857142,,,,,2,0,0,0.0,10,3,2026-06-28,823686,665019,"{""novig"": {""odds"": 441}, ""bet365"": {""odds"": 320}, ""pinnacle"": {""odds"": 317}, ""fanduel"": {""odds"": 420}}"
JJ Wetherholt,STL,L,Tyler Phillips,R,STL,MIA,H,mlb_schedule,0.1468941413569091,581,1,novig,614.0,0.1400560224089636,0.0068,0.1188941413569091,0.1560693641618497,0.1329479768786127,0.7109826589595376,4.3,0.9951919079319296,81.1,93.8,12.4,12.307572280352392,0,93.0,26.0,12 MPH TOWARD OF,2:15 PM ET,Busch Stadium,,1.0,,1,,3.631,0.0116279069767441,0.2790697674418604,0.1511627906976744,85.10857936507935,0.3615688888888889,0.4818488888888889,0.0130718954248366,0.2483660130718954,0.0065359477124183,,,,,2,0,0,0.0,9,2,2026-06-28,823037,802139,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 500}, ""pinnacle"": {""odds"": 561}, ""fanduel"": {""odds"": 600}}"
Eric Haase,SF,R,Chris Sale,L,SF,ATL,H,mlb_schedule,0.0967358685311848,934,1,novig,1011.0,0.09000900090009,0.0067,0.0687358685311849,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,91.7,73.5,16.2,11.84792996623056,0,88.0,0.0,12 MPH TOWARD OF,4:05 PM ET,Oracle Park,,9.0,8.5,0,24.0,2.88,0.0566037735849056,0.2641509433962264,0.1698113207547169,83.55877777777778,0.3508888888888888,0.5784,0.0123076923076923,0.1753846153846154,0.0092307692307692,2.14,0.6428571428571428,6.0,84.0,12,2,0,0.167,4,0,2026-06-28,823204,606992,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1000}, ""fanduel"": {""odds"": 900}}"
Austin Riley,ATL,R,Robbie Ray,L,SF,SF,A,mlb_schedule,0.1729921207817905,478,1,bet365,500.0,0.1666666666666666,0.0063,0.1449921207817905,0.2896341463414634,0.1036585365853658,0.6067073170731708,3.7,0.9683445343482676,91.7,73.5,16.2,11.84792996623056,0,88.0,0.0,12 MPH TOWARD OF,4:05 PM ET,Oracle Park,8.0,6.0,8.5,0,39.0,5.332,0.0163934426229508,0.3114754098360656,0.180327868852459,86.74022222222223,0.3223166666666667,0.4912,0.0303030303030303,0.2151515151515151,0.0303030303030303,3.7,1.4372623574144487,14.0,87.66666666666667,20,4,0,0.2,7,3,2026-06-28,823204,663586,"{""novig"": {""odds"": 471}, ""bet365"": {""odds"": 500}, ""pinnacle"": {""odds"": 441}, ""fanduel"": {""odds"": 460}}"
