player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Rodolfo Durán,SD,R,Emmet Sheehan,R,SD,LAD,H,mlb_schedule,0.1464994351257879,583,1,bet365,900.0,0.1,0.0465,0.1184994351257879,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,101.7,70.6,10.3,-2.665836164555965,0,87.0,5.0,CROSSWIND 10 MPH,4:10 PM ET,Petco Park,,9.0,8.0,0,14.0,4.313,0.0,0.1702127659574468,0.1276595744680851,80.32466666666667,0.2831309523809523,0.4059523809523809,0.0174216027874564,0.2264808362369338,0.0278745644599303,,,,,0,0,0,,3,2,2026-06-28,823281,660710,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 900}, ""fanduel"": {""odds"": 800}}"
Julio Rodríguez,SEA,R,Gavin Williams,R,CLE,CLE,A,mlb_schedule,0.2007927197032034,398,1,novig,545.0,0.1550387596899224,0.0458,0.1727927197032034,0.209366391184573,0.0826446280991735,0.7079889807162534,4.2,0.994315702377368,95.7,81.6,11.2,-4.195593846258215,0,97.0,5.0,4 MPH TOWARD HP,1:40 PM ET,Progressive Field,14.0,2.0,7.5,1,9.0,3.804,0.0135135135135135,0.3648648648648648,0.1216216216216216,86.66227777777779,0.3926166666666667,0.5697722222222221,0.01,0.31,0.0333333333333333,3.82,1.396551724137931,15.0,96.66666666666669,16,6,0,0.375,7,8,2026-06-28,824422,677594,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 525}, ""pinnacle"": {""odds"": 477}, ""fanduel"": {""odds"": 520}}"
Randy Arozarena,SEA,R,Gavin Williams,R,CLE,CLE,A,mlb_schedule,0.1552179450027665,544,1,bet365,800.0,0.1111111111111111,0.0441,0.1272179450027665,0.2236024844720497,0.1273291925465838,0.6490683229813665,4.0,0.9848333282621288,95.7,81.6,11.2,-4.195593846258215,0,97.0,5.0,4 MPH TOWARD HP,1:40 PM ET,Progressive Field,8.0,4.0,7.5,1,19.0,3.804,0.0319148936170212,0.2553191489361702,0.0851063829787234,86.73967989417989,0.4472988888888889,0.644201111111111,0.01,0.31,0.0333333333333333,3.82,1.396551724137931,15.0,96.66666666666669,16,4,0,0.25,8,2,2026-06-28,824422,668227,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 800}, ""fanduel"": {""odds"": 680}}"
Trevor Larnach,MIN,L,Ryan Feltner,R,MIN,COL,H,mlb_schedule,0.1524163568773234,556,1,fanduel,800.0,0.1111111111111111,0.0413,0.1171056200257465,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,93.0,78.7,17.6,17.42871800985164,0,86.0,71.0,17 MPH TOWARD OF,2:10 PM ET,Target Field,,1.0,,1,,4.725,0.0149253731343283,0.2835820895522388,0.208955223880597,83.1978253968254,0.3768333333333333,0.5268416666666667,0.0267857142857142,0.2991071428571428,0.0267857142857142,,,,,0,0,0,,5,1,2026-06-28,823686,663616,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 575}, ""fanduel"": {""odds"": 800}}"
Tyler Callihan,PIT,L,Brady Singer,R,PIT,CIN,H,mlb_schedule,0.1524163568773234,556,1,bet365,800.0,0.1111111111111111,0.0413,0.1207200466840293,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,90.6,75.7,5.5,-2.6664529113548534,0,97.0,44.0,3 MPH TOWARD HP,1:35 PM ET,PNC Park,,7.0,10.0,0,18.0,6.791,0.0158730158730158,0.2539682539682539,0.2222222222222222,83.84591534391535,0.3577424242424242,0.5650909090909091,0.025830258302583,0.2656826568265683,0.055350553505535,,,,,0,0,0,,3,0,2026-06-28,823362,682997,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 800}, ""fanduel"": {""odds"": 560}}"
Daylen Lile,WSH,L,Kyle Bradish,R,BAL,BAL,A,mlb_schedule,0.1524163568773234,556,1,fanduel,800.0,0.1111111111111111,0.0413,0.1136557159446686,0.1694915254237288,0.0790960451977401,0.751412429378531,3.7,0.9942020586554192,115.6,77.2,4.7,-4.613647762204021,0,97.0,27.0,5 MPH TOWARD HP,1:35 PM ET,Camden Yards,,6.0,9.0,0,,4.239,0.0114942528735632,0.2068965517241379,0.2068965517241379,82.61968253968254,0.2766855555555556,0.38669,0.018450184501845,0.2361623616236162,0.03690036900369,3.64,1.1123595505617978,11.0,89.0,0,0,0,,9,0,2026-06-28,824821,695734,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 625}, ""fanduel"": {""odds"": 800}}"
Sal Frelick,MIL,L,Ryan Rolison,L,MIL,CHC,H,mlb_schedule,0.1119251828151982,793,1,bet365,1300.0,0.0714285714285714,0.0405,0.0839251828151982,0.093984962406015,0.0902255639097744,0.8157894736842105,3.6,0.9977346672886712,105.1,76.8,10.1,5.050000000000001,0,90.0,15.0,5 MPH TOWARD OF,2:10 PM ET,American Family Field,3.0,7.0,,0,59.0,4.485,0.0,0.2833333333333333,0.1166666666666666,83.57043650793652,0.2517388888888889,0.3155488888888888,0.0149253731343283,0.2537313432835821,0.0,,,,,2,0,0,0.0,2,1,2026-06-28,823769,686217,"{""novig"": {""odds"": 1150}, ""bet365"": {""odds"": 1300}, ""fanduel"": {""odds"": 1200}}"
Luis Arraez,SF,L,Chris Sale,L,SF,ATL,H,mlb_schedule,0.0787728856532515,1169,1,fanduel,2500.0,0.0384615384615384,0.0403,0.0507728856532515,0.0381231671554252,0.064516129032258,0.8973607038123168,4.2,0.999929608957938,77.2,73.5,16.2,11.84792996623056,0,88.0,0.0,12 MPH TOWARD OF,4:05 PM ET,Oracle Park,3.0,2.0,8.5,1,11.0,2.88,0.0086206896551724,0.1551724137931034,0.1896551724137931,82.55262555962555,0.2586888888888888,0.3641966666666666,0.0123076923076923,0.1753846153846154,0.0092307692307692,2.14,0.6428571428571428,6.0,84.0,26,4,0,0.154,2,1,2026-06-28,823204,650333,"{""novig"": {""odds"": 2339}, ""bet365"": {""odds"": 1550}, ""fanduel"": {""odds"": 2500}}"
Alex Freeland,LAD,R,Michael King,R,SD,SD,A,mlb_schedule,0.1399103108340554,615,1,bet365,900.0,0.1,0.0399,0.1119103108340554,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,101.7,70.6,10.3,-2.665836164555965,0,87.0,5.0,CROSSWIND 10 MPH,4:10 PM ET,Petco Park,,8.0,8.0,0,28.0,4.019,0.0,0.3333333333333333,0.1111111111111111,85.24566666666666,0.3181025641025641,0.4386538461538461,0.0217391304347826,0.2282608695652173,0.0326086956521739,3.33,0.9782608695652174,10.0,92.0,0,0,0,,3,1,2026-06-28,823281,690976,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 900}, ""fanduel"": {""odds"": 900}}"
Elias Díaz,TEX,R,Shane Bieber,R,TOR,TOR,A,mlb_schedule,0.1716423047940939,483,1,bet365,650.0,0.1333333333333333,0.0383,0.1436423047940939,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,106.3,79.9,9.2,-7.347446692435095,0,89.0,0.0,7 MPH TOWARD HP,1:37 PM ET,Rogers Centre,,8.0,8.5,0,,,0.0178571428571428,0.3214285714285714,0.1428571428571428,84.51710317460318,0.3738666666666666,0.5129388888888889,0.0147058823529411,0.3088235294117647,0.0330882352941176,,,,,2,0,0,0.0,0,2,2026-06-28,822795,553869,"{""novig"": {""odds"": 545}, ""bet365"": {""odds"": 650}, ""fanduel"": {""odds"": 540}}"
Chase Meidroth,CWS,R,Luinder Avila,R,CWS,KC,H,mlb_schedule,0.1091180276403514,816,1,bet365,1300.0,0.0714285714285714,0.0377,0.0811180276403514,0.2477611940298507,0.0895522388059701,0.6626865671641791,3.7,0.9820640470974484,91.0,78.9,12.6,1.0981623586204925,0,99.0,6.0,CROSSWIND 13 MPH,2:10 PM ET,Rate Field,6.0,6.0,8.0,0,14.0,3.962,0.0,0.2105263157894736,0.0789473684210526,80.27316402116402,0.3068388888888889,0.4102277777777777,0.0,0.1825396825396825,0.0238095238095238,,,,,0,0,0,,5,2,2026-06-28,824580,805367,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1300}, ""fanduel"": {""odds"": 1100}}"
Spencer Jones,NYY,L,Sonny Gray,R,BOS,BOS,A,mlb_schedule,0.14785428147210541,576,1,bet365,800.0,0.1111111111111111,0.0367,0.1198542814721054,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,80.8,78.4,10.1,-9.153708649070165,0,99.0,8.0,9 MPH TOWARD HP,7:20 PM ET,Fenway Park,,5.0,8.0,0,19.0,3.934,0.0,0.3235294117647059,0.1176470588235294,86.32325925925926,0.3375972222222222,0.5232916666666667,0.0154440154440154,0.2393822393822393,0.0193050193050193,,,,,6,6,0,1.0,3,0,2026-06-28,824744,682987,"{""novig"": {""odds"": 590}, ""bet365"": {""odds"": 800}, ""fanduel"": {""odds"": 600}}"
Michael Massey,KC,L,Anthony Kay,L,CWS,CWS,A,mlb_schedule,0.1604503198809279,523,1,bet365,700.0,0.125,0.0355,0.1324503198809279,0.22,0.08,0.7000000000000001,3.7,0.9883761862532516,103.4,78.9,12.6,1.0981623586204925,0,99.0,6.0,CROSSWIND 13 MPH,2:10 PM ET,Rate Field,,6.0,8.0,1,11.0,5.48,0.0238095238095238,0.2619047619047619,0.1785714285714285,85.92737830687831,0.3190611111111111,0.4674055555555555,0.0140845070422535,0.2288732394366197,0.028169014084507,,,,,0,0,0,,6,1,2026-06-28,824580,686681,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 630}}"
Casey Schmitt,SF,R,Chris Sale,L,SF,ATL,H,mlb_schedule,0.1597692123629526,526,1,bet365,700.0,0.125,0.0348,0.1317692123629526,0.194888178913738,0.0415335463258785,0.7635782747603834,4.1,0.9972953051944072,91.7,73.5,16.2,11.84792996623056,0,88.0,0.0,12 MPH TOWARD OF,4:05 PM ET,Oracle Park,16.0,3.0,8.5,1,8.0,2.88,0.0254237288135593,0.2288135593220339,0.1186440677966101,82.84241606541607,0.4502722222222222,0.6398555555555556,0.0123076923076923,0.1753846153846154,0.0092307692307692,2.14,0.6428571428571428,6.0,84.0,4,0,0,0.0,13,3,2026-06-28,823204,669477,"{""novig"": {""odds"": 614}, ""bet365"": {""odds"": 700}, ""fanduel"": {""odds"": 520}}"
Iván Herrera,STL,R,Tyler Phillips,R,STL,MIA,H,mlb_schedule,0.1619831660958686,517,1,fanduel,680.0,0.1282051282051282,0.0338,0.1339831660958687,0.1574585635359116,0.1933701657458563,0.649171270718232,4.2,0.9877143077641526,88.4,93.8,12.4,12.307572280352392,0,93.0,26.0,12 MPH TOWARD OF,2:15 PM ET,Busch Stadium,,2.0,,1,,3.631,0.0229885057471264,0.3333333333333333,0.1034482758620689,84.84083044733046,0.2795555555555555,0.3986866666666666,0.0130718954248366,0.2483660130718954,0.0065359477124183,,,,,6,2,0,0.333,6,5,2026-06-28,823037,671056,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 575}, ""fanduel"": {""odds"": 680}}"
Xander Bogaerts,SD,R,Emmet Sheehan,R,SD,LAD,H,mlb_schedule,0.1389879251305763,619,1,bet365,850.0,0.1052631578947368,0.0337,0.1109879251305763,0.1797385620915032,0.1209150326797385,0.6993464052287581,3.7,0.9882822107379312,101.7,70.6,10.3,-2.665836164555965,0,87.0,5.0,CROSSWIND 10 MPH,4:10 PM ET,Petco Park,8.0,6.0,8.0,0,29.0,4.313,0.0153846153846153,0.2769230769230769,0.0769230769230769,84.81885714285713,0.2619679487179487,0.3698076923076923,0.0174216027874564,0.2264808362369338,0.0278745644599303,,,,,8,0,0,0.0,8,1,2026-06-28,823281,593428,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 850}, ""fanduel"": {""odds"": 600}}"
Evan Carter,TEX,L,Shane Bieber,R,TOR,TOR,A,mlb_schedule,0.1387934816861074,620,1,bet365,850.0,0.1052631578947368,0.0335,0.1107934816861074,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,108.2,79.9,9.2,-7.347446692435095,0,89.0,0.0,7 MPH TOWARD HP,1:37 PM ET,Rogers Centre,,7.0,8.5,0,,,0.0,0.1639344262295081,0.1475409836065573,77.95966666666666,0.2496217948717948,0.3414102564102563,0.0147058823529411,0.3088235294117647,0.0330882352941176,,,,,0,0,0,,6,0,2026-06-28,822795,694497,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 850}, ""fanduel"": {""odds"": 800}}"
Cole Young,SEA,L,Gavin Williams,R,CLE,CLE,A,mlb_schedule,0.136517232050249,633,1,fanduel,870.0,0.1030927835051546,0.0334,0.108517232050249,0.175595238095238,0.0863095238095238,0.738095238095238,3.7,0.9929671628587512,106.3,81.6,11.2,-4.195593846258215,0,97.0,5.0,4 MPH TOWARD HP,1:40 PM ET,Progressive Field,7.0,6.0,7.5,1,11.0,3.804,0.0,0.2921348314606741,0.1910112359550561,84.87139438339439,0.3259322222222222,0.4454222222222223,0.01,0.31,0.0333333333333333,3.82,1.396551724137931,15.0,96.66666666666669,12,2,2,0.167,6,3,2026-06-28,824422,702284,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 800}, ""fanduel"": {""odds"": 870}}"
Chandler Simpson,TB,L,Merrill Kelly,R,TB,AZ,H,mlb_schedule,0.065298890517084,1431,1,bet365,3000.0,0.032258064516129,0.033,0.037298890517084,0.1042345276872964,0.0553745928338762,0.8403908794788273,3.9,0.9992203044640112,99.8,93.6,0.0,0.0,1,92.0,26.0,DOME,1:40 PM ET,Tropicana Field,,5.0,,0,,6.117,0.0,0.0483870967741935,0.1612903225806451,76.66623809523809,0.2075797619047619,0.2568071428571429,0.0272727272727272,0.3,0.0363636363636363,,,,,0,0,0,,1,0,2026-06-28,822959,802415,"{""novig"": {""odds"": 2028}, ""bet365"": {""odds"": 3000}, ""fanduel"": {""odds"": 2000}}"
Brandon Marsh,PHI,L,Cionel Pérez,L,NYM,NYM,A,mlb_schedule,0.1354838709677419,638,1,fanduel,870.0,0.1030927835051546,0.0324,0.1046252083943804,0.2557377049180327,0.0524590163934426,0.6918032786885246,3.9,0.9898508597134674,95.0,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,5.0,7.0,1,,5.521,0.0229885057471264,0.1954022988505747,0.1264367816091954,81.98426455026454,0.3928255555555555,0.5906866666666666,0.0153846153846153,0.2769230769230769,0.0307692307692307,,,,,4,0,0,0.0,10,2,2026-06-28,823608,669016,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 625}, ""fanduel"": {""odds"": 870}}"
Eric Wagaman,NYM,R,Jesús Luzardo,L,NYM,PHI,H,mlb_schedule,0.1354838709677419,638,1,fanduel,870.0,0.1030927835051546,0.0324,0.0972307679103709,0.22,0.08,0.7000000000000001,4.0,0.9919,95.6,81.9,8.4,6.434773322199416,0,94.0,3.0,6 MPH TOWARD OF,1:40 PM ET,Citi Field,,4.0,7.0,1,,3.401,0.0,0.3157894736842105,0.1578947368421052,86.49126190476191,0.4384555555555556,0.6381500000000001,0.0245614035087719,0.1859649122807017,0.0175438596491228,4.0,0.8772563176895308,9.0,92.33333333333331,20,8,2,0.4,0,2,2026-06-28,823608,676572,"{""fanduel"": {""odds"": 870}}"
Dylan Crews,WSH,R,Kyle Bradish,R,BAL,BAL,A,mlb_schedule,0.1428571428571428,600,1,fanduel,800.0,0.1111111111111111,0.0317,0.108517232050249,0.22,0.08,0.7000000000000001,3.9,0.9908636465286554,94.3,77.2,4.7,-4.613647762204021,0,97.0,27.0,5 MPH TOWARD HP,1:35 PM ET,Camden Yards,,5.0,9.0,1,,4.239,0.0263157894736842,0.2763157894736842,0.2368421052631578,84.17889682539682,0.4554322222222222,0.6988833333333332,0.018450184501845,0.2361623616236162,0.03690036900369,3.64,1.1123595505617978,11.0,89.0,0,0,0,,3,2,2026-06-28,824821,686611,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 800}, ""fanduel"": {""odds"": 800}}"
