player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
Mauricio Dubón,ATL,R,Michael McGreevy,R,ATL,STL,H,mlb_schedule,0.1277889554684776,683,1,draftkings,1080.0,0.0847457627118644,0.043,0.0997889554684776,0.1410658307210031,0.0689655172413793,0.7899686520376176,3.9,0.9977253841210124,92.8,96.5,7.0,-2.6222461539113846,0,93.0,15.0,3 MPH TOWARD HP,7:15 PM ET,Truist Park,8.0,5.0,9.0,1,8.0,4.247,0.0,0.2,0.0857142857142857,80.59475661375662,0.3403433333333333,0.4680288888888889,0.0134228187919463,0.285234899328859,0.0268456375838926,3.12,1.208955223880597,12.0,89.33333333333333,0,0,0,,5,3,2026-07-01,824905,643289,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 900}, ""betmgm"": {""odds"": 875}, ""draftkings"": {""odds"": 1080}, ""fanduel"": {""odds"": 1060}}"
Josh Jung,TEX,R,Joey Cantillo,L,CLE,CLE,A,mlb_schedule,0.172703823884973,479,1,novig,669.0,0.130039011703511,0.0427,0.144703823884973,0.1768115942028985,0.0869565217391304,0.7362318840579711,4.2,0.996292051885245,95.7,94.6,13.8,-5.1695709891395865,0,86.0,1.0,5 MPH TOWARD HP,1:10 PM ET,Progressive Field,,2.0,7.5,0,,5.01,0.0119047619047619,0.3214285714285714,0.1071428571428571,85.18054497354498,0.2957122222222222,0.4181711111111111,0.0144404332129963,0.2166064981949458,0.0252707581227436,3.87,1.255813953488372,12.0,86.0,10,6,2,0.6,8,2,2026-07-01,824419,673962,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 625}, ""betmgm"": {""odds"": 500}, ""fanduel"": {""odds"": 630}}"
Luisangel Acuña,CWS,R,Dean Kremer,R,BAL,BAL,A,mlb_schedule,0.1014061587464988,886,1,bet365,1500.0,0.0625,0.0389,0.0734061587464988,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,94.3,103.4,9.1,8.034823095016236,0,86.0,3.0,8 MPH TOWARD OF,12:35 PM ET,Camden Yards,,8.0,10.0,1,,5.464,0.0,0.2745098039215686,0.1176470588235294,79.88066666666667,0.2962564102564102,0.4033205128205128,0.0114068441064638,0.2091254752851711,0.026615969581749,,,,,0,0,0,,1,0,2026-07-01,824818,682668,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1500}, ""betmgm"": {""odds"": 800}, ""draftkings"": {""odds"": 1040}, ""fanduel"": {""odds"": 1060}}"
Elly De La Cruz,CIN,L,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.2113651250781337,373,1,novig,471.0,0.1751313485113835,0.0362,0.1833651250781337,0.28719723183391,0.0968858131487889,0.615916955017301,4.3,0.9836684244258564,105.1,94.5,15.5,8.44190504273292,0,81.0,14.0,8 MPH TOWARD OF,8:10 PM ET,American Family Field,13.0,1.0,,0,39.0,2.702,0.0,0.3529411764705882,0.1372549019607843,86.0697619047619,0.3943846153846154,0.5505897435897436,0.0180722891566265,0.2289156626506024,0.0240963855421686,,,,,6,2,0,0.333,7,7,2026-07-01,823767,682829,"{""novig"": {""odds"": 471}, ""bet365"": {""odds"": 390}, ""betmgm"": {""odds"": 375}, ""pinnacle"": {""odds"": 352}, ""draftkings"": {""odds"": 421}, ""fanduel"": {""odds"": 400}}"
Victor Bericoto,SF,R,Zac Gallen,R,AZ,AZ,A,mlb_schedule,0.1238921316947277,707,1,draftkings,1020.0,0.08928571428571429,0.0346,0.0958921316947277,0.22,0.08,0.7000000000000001,3.6,0.9868889788795845,97.4,99.3,0.0,0.0,1,15.0,0.0,DOME,9:40 PM ET,Chase Field,,7.0,9.5,1,6.0,5.012,0.08,0.34,0.12,86.30925396825396,0.3420151515151515,0.5791363636363637,0.0165562913907284,0.2781456953642384,0.0331125827814569,6.15,1.563706563706564,15.0,86.33333333333333,0,0,0,,2,2,2026-07-01,825064,682674,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 1000}, ""draftkings"": {""odds"": 1020}, ""fanduel"": {""odds"": 750}}"
Luke Keaschall,MIN,R,Tatsuya Imai,R,HOU,HOU,A,mlb_schedule,0.1099794649625963,809,1,bet365,1200.0,0.0769230769230769,0.0331,0.0819794649625963,0.1545741324921135,0.113564668769716,0.7318611987381703,3.4,0.9886126451067953,117.9,95.1,0.0,0.0,1,95.0,2.0,DOME,8:10 PM ET,Daikin Park,2.0,9.0,8.5,0,18.0,5.255,0.0,0.2285714285714285,0.1428571428571428,83.6577243867244,0.3262944444444444,0.4566444444444444,0.018348623853211,0.2477064220183486,0.0275229357798165,,,,,4,0,0,0.0,3,1,2026-07-01,824174,807712,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 1200}, ""fanduel"": {""odds"": 1060}}"
Alec Bohm,PHI,R,Paul Skenes,R,PHI,PIT,H,mlb_schedule,0.1404213625873953,612,1,fanduel,830.0,0.1075268817204301,0.0329,0.1124213625873953,0.1415384615384615,0.0738461538461538,0.7846153846153846,3.9,0.9974907886216348,114.1,97.0,10.2,9.644289471113032,0,84.0,9.0,10 MPH TOWARD OF,6:40 PM ET,Citizens Bank Park,9.0,5.0,8.0,0,15.0,2.6,0.0227272727272727,0.2386363636363636,0.1704545454545454,83.73467724867724,0.2621311111111111,0.389747619047619,0.0123839009287925,0.2167182662538699,0.0216718266253869,3.1,0.8709677419354839,9.0,93.0,18,4,0,0.222,5,4,2026-07-01,823446,664761,"{""novig"": {""odds"": 770}, ""bet365"": {""odds"": 650}, ""betmgm"": {""odds"": 500}, ""draftkings"": {""odds"": 780}, ""fanduel"": {""odds"": 830}}"
Liam Hicks,MIA,L,Kyle Freeland,L,COL,COL,A,mlb_schedule,0.1308536939124796,664,1,bet365,900.0,0.1,0.0309,0.1028536939124796,0.0952380952380952,0.1156462585034013,0.7891156462585034,4.1,0.9983072926801306,113.9,90.6,17.5,-7.671495068808857,0,87.0,3.0,8 MPH TOWARD HP,8:40 PM ET,Coors Field,13.0,3.0,11.0,0,19.0,5.779,0.0,0.2191780821917808,0.136986301369863,81.78722222222223,0.2741,0.3553666666666666,0.0207100591715976,0.3047337278106509,0.0384615384615384,,,,,0,0,0,,12,1,2026-07-01,824337,689414,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 900}, ""draftkings"": {""odds"": 730}, ""fanduel"": {""odds"": 800}}"
Anthony Seigler,BOS,R,Brad Lord,R,BOS,WSH,H,mlb_schedule,0.1154935623798183,766,1,draftkings,1080.0,0.0847457627118644,0.0307,0.0874935623798184,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,85.2,96.7,11.4,11.19054989130337,0,70.0,20.0,11 MPH TOWARD OF,1:35 PM ET,Fenway Park,,1.0,9.5,1,,3.745,0.0,0.2888888888888888,0.1333333333333333,86.82844444444443,0.3578392857142857,0.4820059523809523,0.0166666666666666,0.275,0.025,,,,,2,0,0,0.0,1,0,2026-07-01,824740,678011,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 750}, ""draftkings"": {""odds"": 1080}, ""fanduel"": {""odds"": 870}}"
Jung Hoo Lee,SF,L,Zac Gallen,R,AZ,AZ,A,mlb_schedule,0.1019572772025861,881,1,bet365,1300.0,0.07142857142857142,0.0305,0.0739572772025861,0.0935483870967742,0.0516129032258064,0.8548387096774194,3.7,0.9992077759292286,84.1,99.3,0.0,0.0,1,15.0,0.0,DOME,9:40 PM ET,Chase Field,5.0,6.0,9.5,0,8.0,5.012,0.0206185567010309,0.2061855670103092,0.1134020618556701,81.83965079365079,0.3130255555555555,0.4220244444444444,0.0165562913907284,0.2781456953642384,0.0331125827814569,6.15,1.563706563706564,15.0,86.33333333333333,20,6,2,0.3,4,1,2026-07-01,825064,808982,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1300}, ""fanduel"": {""odds"": 1200}}"
Jacob Young,WSH,R,Payton Tolle,L,BOS,BOS,A,mlb_schedule,0.1212653342608129,725,1,bet365,1000.0,0.0909090909090909,0.0304,0.0932653342608129,0.1948529411764706,0.0588235294117647,0.7463235294117647,3.7,0.9937506234879708,85.2,96.7,11.4,11.19054989130337,0,70.0,20.0,11 MPH TOWARD OF,1:35 PM ET,Fenway Park,,6.0,9.5,0,,2.656,0.0285714285714285,0.2285714285714285,0.1571428571428571,85.40685858585859,0.2884888888888888,0.4041555555555555,0.0058309037900874,0.2069970845481049,0.0145772594752186,,,,,0,0,0,,7,1,2026-07-01,824740,696285,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 1000}, ""draftkings"": {""odds"": 760}, ""fanduel"": {""odds"": 800}}"
Chase Meidroth,CWS,R,Dean Kremer,R,BAL,BAL,A,mlb_schedule,0.1055194977802354,848,1,bet365,1200.0,0.0769230769230769,0.0286,0.0775194977802355,0.2442528735632184,0.1005747126436781,0.6551724137931035,3.7,0.9805406912973652,94.3,103.4,9.1,8.034823095016236,0,86.0,3.0,8 MPH TOWARD OF,12:35 PM ET,Camden Yards,,6.0,10.0,0,,5.464,0.0,0.1688311688311688,0.0779220779220779,80.52143386243387,0.3239777777777777,0.4189611111111111,0.0114068441064638,0.2091254752851711,0.026615969581749,,,,,6,2,0,0.333,5,2,2026-07-01,824818,805367,"{""novig"": {""odds"": 953}, ""bet365"": {""odds"": 1200}, ""draftkings"": {""odds"": 930}, ""fanduel"": {""odds"": 900}}"
Geraldo Perdomo,AZ,R,Trevor McDonald,R,AZ,SF,H,mlb_schedule,0.09521064153114969,950,1,fanduel,1400.0,0.06666666666666667,0.0285,0.0672106415311497,0.1242774566473988,0.1560693641618497,0.7196531791907514,4.2,0.9952101526930374,97.4,99.3,0.0,0.0,1,15.0,0.0,DOME,9:40 PM ET,Chase Field,5.0,2.0,9.5,1,5.0,3.51,0.0169491525423728,0.1525423728813559,0.1016949152542373,80.1281746031746,0.2961071428571428,0.4200059523809524,0.0123456790123456,0.279835390946502,0.0205761316872428,,,,,4,2,0,0.5,4,1,2026-07-01,825064,672695,"{""novig"": {""odds"": 1329}, ""bet365"": {""odds"": 1200}, ""draftkings"": {""odds"": 1120}, ""fanduel"": {""odds"": 1400}}"
Justin Foscue,TEX,R,Joey Cantillo,L,CLE,CLE,A,mlb_schedule,0.1511047048821143,562,1,draftkings,710.0,0.1234567901234567,0.0276,0.1231047048821143,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,95.7,94.6,13.8,-5.1695709891395865,0,86.0,1.0,5 MPH TOWARD HP,1:10 PM ET,Progressive Field,,1.0,7.5,1,,5.01,0.0465116279069767,0.2325581395348837,0.1395348837209302,80.44460317460317,0.4111794871794871,0.6641410256410256,0.0144404332129963,0.2166064981949458,0.0252707581227436,3.87,1.255813953488372,12.0,86.0,4,2,2,0.5,2,3,2026-07-01,824419,679822,"{""novig"": {""odds"": 669}, ""bet365"": {""odds"": 550}, ""betmgm"": {""odds"": 425}, ""pinnacle"": {""odds"": 593}, ""draftkings"": {""odds"": 710}, ""fanduel"": {""odds"": 700}}"
Edwin Arroyo,CIN,L,Shane Drohan,L,MIL,MIL,A,mlb_schedule,0.1074895001514709,830,1,betmgm,1150.0,0.08,0.0275,0.0794895001514709,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,105.1,94.5,15.5,8.44190504273292,0,81.0,14.0,8 MPH TOWARD OF,8:10 PM ET,American Family Field,,9.0,,0,,2.702,0.0285714285714285,0.2285714285714285,0.0857142857142857,82.49555555555554,0.4183690476190476,0.5236904761904763,0.0180722891566265,0.2289156626506024,0.0240963855421686,,,,,0,0,0,,0,0,2026-07-01,823767,695490,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 950}, ""betmgm"": {""odds"": 1150}, ""draftkings"": {""odds"": 870}, ""fanduel"": {""odds"": 900}}"
Tommy Troy,AZ,R,Trevor McDonald,R,AZ,SF,H,mlb_schedule,0.1042600830369782,859,1,bet365,1200.0,0.07692307692307693,0.0273,0.0762600830369782,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,97.4,99.3,0.0,0.0,1,15.0,0.0,DOME,9:40 PM ET,Chase Field,,9.0,9.5,0,9.0,3.51,0.032258064516129,0.1935483870967742,0.1129032258064516,78.35393217893218,0.3757944444444445,0.5764999999999999,0.0123456790123456,0.279835390946502,0.0205761316872428,,,,,6,2,0,0.333,2,1,2026-07-01,825064,694371,"{""novig"": {""odds"": 1150}, ""bet365"": {""odds"": 1200}, ""draftkings"": {""odds"": 1060}, ""fanduel"": {""odds"": 1100}}"
Alejandro Osuna,TEX,L,Joey Cantillo,L,CLE,CLE,A,mlb_schedule,0.0966212910538446,935,1,novig,1329.0,0.0699790062981105,0.0266,0.0686212910538447,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,106.3,94.6,13.8,-5.1695709891395865,0,86.0,1.0,5 MPH TOWARD HP,1:10 PM ET,Progressive Field,,7.0,7.5,0,,5.01,0.0,0.1866666666666666,0.0933333333333333,83.85388888888889,0.31065,0.3889944444444444,0.0144404332129963,0.2166064981949458,0.0252707581227436,3.87,1.255813953488372,12.0,86.0,0,0,0,,0,0,2026-07-01,824419,696030,"{""novig"": {""odds"": 1329}, ""bet365"": {""odds"": 1000}, ""draftkings"": {""odds"": 1300}, ""fanduel"": {""odds"": 1200}}"
Nicky Lopez,TEX,L,Joey Cantillo,L,CLE,CLE,A,mlb_schedule,0.0754688524301578,1225,1,novig,1900.0,0.05,0.0255,0.0474688524301578,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,106.3,94.6,13.8,-5.1695709891395865,0,86.0,1.0,5 MPH TOWARD HP,1:10 PM ET,Progressive Field,,9.0,7.5,0,,5.01,0.0,0.1363636363636363,0.106060606060606,77.37555555555556,0.2833988095238095,0.3472321428571429,0.0144404332129963,0.2166064981949458,0.0252707581227436,3.87,1.255813953488372,12.0,86.0,0,0,0,,1,0,2026-07-01,824419,670032,"{""novig"": {""odds"": 1900}, ""bet365"": {""odds"": 1600}, ""draftkings"": {""odds"": 1780}, ""fanduel"": {""odds"": 1700}}"
Blaze Jordan,STL,R,Reynaldo López,R,ATL,ATL,A,mlb_schedule,0.1262894014535916,692,1,draftkings,890.0,0.101010101010101,0.0253,0.0982894014535916,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,92.8,96.5,7.0,-2.6222461539113846,0,93.0,15.0,3 MPH TOWARD HP,7:15 PM ET,Truist Park,,8.0,9.0,0,18.0,4.879,0.0135135135135135,0.3243243243243243,0.1216216216216216,82.85412414965985,0.2671794871794871,0.3488166666666666,0.0092592592592592,0.2037037037037037,0.0185185185185185,,,,,0,0,0,,1,0,2026-07-01,824905,691458,"{""novig"": {""odds"": 852}, ""bet365"": {""odds"": 700}, ""betmgm"": {""odds"": 625}, ""draftkings"": {""odds"": 890}, ""fanduel"": {""odds"": 830}}"
Tyler Freeman,COL,R,Max Meyer,R,COL,MIA,H,mlb_schedule,0.0967773543576788,933,1,bet365,1300.0,0.07142857142857142,0.0253,0.0687773543576788,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,99.3,90.6,17.5,-7.671495068808857,0,87.0,3.0,8 MPH TOWARD HP,8:40 PM ET,Coors Field,,6.0,11.0,0,28.0,3.046,0.0121951219512195,0.2439024390243902,0.1097560975609756,78.24068855218856,0.2740404761904761,0.3562595238095238,0.0218978102189781,0.2773722627737226,0.0218978102189781,2.6,0.7422680412371134,8.0,97.0,4,2,0,0.5,1,2,2026-07-01,824337,671289,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 1300}, ""fanduel"": {""odds"": 1000}}"
Caleb Durbin,BOS,R,Brad Lord,R,BOS,WSH,H,mlb_schedule,0.1099868205224554,809,1,novig,1076.0,0.0850340136054421,0.025,0.0819868205224554,0.1496350364963503,0.072992700729927,0.7773722627737226,3.7,0.996144832011738,85.2,96.7,11.4,11.19054989130337,0,70.0,20.0,11 MPH TOWARD OF,1:35 PM ET,Fenway Park,,6.0,9.5,1,,3.745,0.0116279069767441,0.2093023255813953,0.0930232558139534,78.81181481481482,0.3250255555555555,0.4805722222222222,0.0166666666666666,0.275,0.025,,,,,2,0,0,0.0,6,1,2026-07-01,824740,702332,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 900}, ""betmgm"": {""odds"": 575}, ""draftkings"": {""odds"": 1020}, ""fanduel"": {""odds"": 1060}}"
Masyn Winn,STL,R,Reynaldo López,R,ATL,ATL,A,mlb_schedule,0.1099794649625963,809,1,novig,1076.0,0.0850340136054421,0.0249,0.0819794649625963,0.1897106109324758,0.1028938906752411,0.707395498392283,3.7,0.989401614501753,92.8,96.5,7.0,-2.6222461539113846,0,93.0,15.0,3 MPH TOWARD HP,7:15 PM ET,Truist Park,3.0,6.0,9.0,0,10.0,4.879,0.0,0.2560975609756097,0.1219512195121951,84.99272486772487,0.3290869047619048,0.4121333333333333,0.0092592592592592,0.2037037037037037,0.0185185185185185,,,,,4,0,0,0.0,3,0,2026-07-01,824905,691026,"{""novig"": {""odds"": 1076}, ""bet365"": {""odds"": 950}, ""betmgm"": {""odds"": 875}, ""draftkings"": {""odds"": 1060}, ""fanduel"": {""odds"": 1000}}"
Gabriel Arias,CLE,R,MacKenzie Gore,L,CLE,TEX,H,mlb_schedule,0.134141031848301,645,1,novig,809.0,0.11001100110011,0.0241,0.106141031848301,0.22,0.08,0.7000000000000001,3.7,0.9883761862532516,95.7,94.6,13.8,-5.1695709891395865,0,86.0,1.0,5 MPH TOWARD HP,1:10 PM ET,Progressive Field,,6.0,7.5,0,,3.615,0.0196078431372549,0.2745098039215686,0.0784313725490196,84.27257142857142,0.5311309523809523,0.831595238095238,0.0032786885245901,0.2524590163934426,0.0098360655737704,4.05,0.7912087912087913,8.0,91.0,0,0,0,,3,0,2026-07-01,824419,672356,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 700}, ""betmgm"": {""odds"": 600}, ""draftkings"": {""odds"": 770}, ""fanduel"": {""odds"": 750}}"
Jorge Mateo,ATL,R,Michael McGreevy,R,ATL,STL,H,mlb_schedule,0.1238339900507903,708,1,novig,900.0,0.1,0.0238,0.0958339900507903,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,92.8,96.5,7.0,-2.6222461539113846,0,93.0,15.0,3 MPH TOWARD HP,7:15 PM ET,Truist Park,,9.0,9.0,0,31.0,4.247,0.0161290322580645,0.2580645161290322,0.1451612903225806,81.27333333333334,0.3972678571428571,0.6098630952380953,0.0134228187919463,0.285234899328859,0.0268456375838926,3.12,1.208955223880597,12.0,89.33333333333333,0,0,0,,2,2,2026-07-01,824905,622761,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 850}, ""fanduel"": {""odds"": 800}}"
