batter,player_name,team_abbr,opp_team,is_home,bat_order,in_lineup,pitcher_id,pitcher_name,p_throws,game_id,game_time,stadium,stand_R,p_throws_R,opp_k_pct_15,game_date,game_pk,is_dome,wind_out,tb_park_factor,stand,pa,ab,h,doubles,triples,hr,bb,hbp,sf,k,tb,batted_balls,barrels,hard_hits,fly_balls,ground_balls,line_drives,avg_xba,avg_xslg,target_hit_1plus,target_hit_2plus,target_tb_1plus,target_tb_2plus,target_k_1plus,target_k_2plus,batting_avg_15,obp_15,contact_rate_15,k_rate_15,babip_15,iso_15,hr_rate_15,doubles_rate_15,avg_total_bases_15,avg_k_per_game_15,hard_hit_pct_15,line_drive_pct_15,gb_pct_15,fly_ball_pct_15,barrel_pct_15,xba_15,xslg_15,batting_avg_last_5,xslg_last_5,batting_avg_vs_R_15,slg_vs_R_15,k_rate_vs_R_15,batting_avg_vs_L_15,slg_vs_L_15,k_rate_vs_L_15,p_contact_rate_allowed_10,p_babip_allowed_10,p_slg_allowed_10,p_iso_allowed_10,p_gb_pct_10,p_fb_pct_10,p_barrel_pct_allowed_10,p_hits_per9_10,p_hr_per9_10,p_k_per9_10,p_k_rate_10,p_tb_1plus,p_tb_2plus,adj_prob,pred_total_bases,book_markets,primary_line,primary_side,primary_best_book,primary_best_odds,primary_book_implied,primary_has_line,primary_edge,secondary_line,secondary_side,secondary_best_book,secondary_best_odds,secondary_book_implied,secondary_has_line,secondary_edge
694212,Samuel Basallo,BAL,HOU,0,,,663567.0,Peter Lambert,R,824170,8:10 PM ET,,0,1,0.2356115107913669,2026-07-17,824170,1,0,100.1,L,5,5,1,0,0,1,0,0,0,1,4,4,0,3,0,3,1,0.4145,0.803,1,0,1,1,1,0,0.22916666666666666,0.28846153846153844,0.7291666666666666,0.25,0.2,0.3125,0.09615384615384616,0.0,1.7333333333333334,0.8666666666666667,0.5428571428571428,0.11428571428571428,0.5714285714285714,0.2857142857142857,0.05714285714285714,0.35135897435897434,0.8203717948717949,0.15789473684210525,0.6220333333333332,0.25,0.5625,0.25925925925925924,0.21568627450980393,0.47058823529411764,0.2727272727272727,0.6848739495798319,0.1724137931034483,0.38028169014084506,0.16901408450704225,0.3619631901840491,0.3619631901840491,0.03067484662576687,7.023121387283236,1.560693641618497,7.959537572254335,0.21428571428571427,0.58748599548055,0.3073233648498964,0.58748599548055,1.7333333333333334,"{""novig"": {""1.5"": {""over"": 127, ""under"": -199}}, ""betmgm"": {""0.5"": {""over"": -185, ""under"": 135}}, ""bet365"": {""1.5"": {""over"": 135, ""under"": -180}}, ""pinnacle"": {""1.5"": {""over"": 137, ""under"": -184}}, ""draftkings"": {""1.5"": {""over"": 134, ""under"": -173}}}",0.5,over,betmgm,-185.0,0.6491228070175439,True,-0.0616,1.5,under,draftkings,-173.0,0.6336996336996337,True,0.059
621493,Taylor Ward,BAL,HOU,0,,,663567.0,Peter Lambert,R,824170,8:10 PM ET,,1,1,0.2356115107913669,2026-07-17,824170,1,0,100.1,R,5,2,0,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0.1725,0.1955,0,0,0,0,0,0,0.26785714285714285,0.36363636363636365,0.75,0.21212121212121213,0.3333333333333333,0.08928571428571429,0.015151515151515152,0.030303030303030304,1.3333333333333333,0.9333333333333333,0.3023255813953488,0.32558139534883723,0.32558139534883723,0.3023255813953488,0.023255813953488372,0.3067777777777778,0.4327611111111111,0.3333333333333333,0.4403666666666662,0.20967741935483872,0.2903225806451613,0.22388059701492538,0.3157894736842105,0.40350877192982454,0.2608695652173913,0.6848739495798319,0.1724137931034483,0.38028169014084506,0.16901408450704225,0.3619631901840491,0.3619631901840491,0.03067484662576687,7.023121387283236,1.560693641618497,7.959537572254335,0.21428571428571427,0.6761576956363724,0.4052572430318279,0.6761576956363724,1.3333333333333333,"{""novig"": {""1.5"": {""over"": 130}}, ""betmgm"": {""0.5"": {""over"": -190, ""under"": 140}}, ""bet365"": {""1.5"": {""over"": 165, ""under"": -225}}, ""pinnacle"": {""0.5"": {""over"": -170, ""under"": 127}}}",0.5,over,pinnacle,-170.0,0.6296296296296297,True,0.0465,1.5,under,bet365,-225.0,0.6923076923076923,True,-0.0976
641933,Tyler O'Neill,BAL,HOU,0,,,663567.0,Peter Lambert,R,824170,8:10 PM ET,,1,1,0.2356115107913669,2026-07-17,824170,1,0,100.1,R,2,2,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0.014,0.017,1,0,1,0,1,0,0.23076923076923078,0.3181818181818182,0.5897435897435898,0.36363636363636365,0.2631578947368421,0.358974358974359,0.09090909090909091,0.045454545454545456,1.5333333333333334,1.0666666666666667,0.6956521739130435,0.30434782608695654,0.17391304347826086,0.5217391304347826,0.08695652173913043,0.48775641025641026,1.1932307692307693,0.2727272727272727,1.2482499999999994,0.27450980392156865,0.43137254901960786,0.23214285714285715,0.21212121212121213,0.6060606060606061,0.3157894736842105,0.6848739495798319,0.1724137931034483,0.38028169014084506,0.16901408450704225,0.3619631901840491,0.3619631901840491,0.03067484662576687,7.023121387283236,1.560693641618497,7.959537572254335,0.21428571428571427,0.4448239507305299,0.2515978136583608,0.4448239507305299,1.5333333333333334,,0.5,,,,,False,,1.5,,,,,False,
677951,Bobby Witt Jr.,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,1,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,R,5,5,2,1,0,0,0,0,0,0,3,5,0,3,1,2,2,0.49079999999999996,0.602,1,1,1,1,0,0,0.25862068965517243,0.30158730158730157,0.7931034482758621,0.19047619047619047,0.2558139534883721,0.2413793103448276,0.06349206349206349,0.031746031746031744,1.9333333333333333,0.8,0.5531914893617021,0.2765957446808511,0.3617021276595745,0.23404255319148937,0.0851063829787234,0.37585555555555555,0.7180022222222223,0.17391304347826086,0.5275733333333333,0.2833333333333333,0.45,0.13432835820895522,0.23636363636363636,0.32727272727272727,0.1746031746031746,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6553985865232813,0.4334411368882208,0.6553985865232813,1.9333333333333333,"{""pinnacle"": {""1.5"": {""over"": -131, ""under"": -101}}, ""draftkings"": {""1.5"": {""over"": -126, ""under"": -105}}}",0.5,,,,,False,,1.5,under,pinnacle,-101.0,0.5024875621890548,True,0.0641
695600,Carter Jensen,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,0,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,L,5,5,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0.557,2.153,0,0,0,0,1,1,0.22413793103448276,0.2857142857142857,0.603448275862069,0.36507936507936506,0.3125,0.1896551724137931,0.047619047619047616,0.031746031746031744,1.6,1.5333333333333334,0.42857142857142855,0.22857142857142856,0.2857142857142857,0.37142857142857144,0.08571428571428572,0.30333928571428576,0.6372678571428573,0.11764705882352941,0.3085,0.26785714285714285,0.4642857142857143,0.296875,0.2727272727272727,0.4727272727272727,0.19672131147540983,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6156581365671182,0.4160041678318782,0.6156581365671182,1.6,"{""novig"": {""1.5"": {""over"": 120, ""under"": -156}}, ""bet365"": {""1.5"": {""over"": 110, ""under"": -150}}, ""betmgm"": {""1.5"": {""over"": 115, ""under"": -155}}, ""pinnacle"": {""1.5"": {""over"": 118, ""under"": -157}}, ""draftkings"": {""1.5"": {""over"": 120, ""under"": -160}}}",0.5,,,,,False,,1.5,under,bet365,-150.0,0.6,True,-0.016
686555,Isaac Collins,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,0,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,L,3,3,1,0,1,0,0,0,0,1,3,2,0,1,1,1,0,0.5025000000000001,0.5405,1,0,1,1,1,0,0.3225806451612903,0.43243243243243246,0.8064516129032258,0.16216216216216217,0.34782608695652173,0.3225806451612903,0.05405405405405406,0.10810810810810811,1.3333333333333333,0.4,0.44,0.24,0.4,0.36,0.04,0.3285972222222222,0.5357361111111111,0.25,0.6289166666666668,0.3409090909090909,0.5454545454545454,0.14,0.21568627450980393,0.3333333333333333,0.17857142857142858,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.567098838469564,0.2994377663092859,0.567098838469564,1.3333333333333333,"{""novig"": {""1.5"": {""over"": 167}}, ""betmgm"": {""0.5"": {""over"": -155, ""under"": 115}}, ""bet365"": {""1.5"": {""over"": 190, ""under"": -260}}, ""pinnacle"": {""0.5"": {""over"": -161, ""under"": 121}}}",0.5,over,betmgm,-155.0,0.6078431372549019,True,-0.0407,1.5,under,bet365,-260.0,0.7222222222222222,True,-0.0217
695506,Jac Caglianone,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,0,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,L,4,4,1,0,0,0,0,0,0,1,1,3,0,0,0,3,0,0.253,0.27066666666666667,1,0,1,0,1,0,0.1935483870967742,0.203125,0.6935483870967742,0.296875,0.2558139534883721,0.12903225806451613,0.015625,0.046875,1.3333333333333333,1.2666666666666666,0.5,0.20454545454545456,0.5681818181818182,0.1590909090909091,0.0,0.3259611111111111,0.4610166666666667,0.2727272727272727,0.5791999999999999,0.22580645161290322,0.4838709677419355,0.2727272727272727,0.36065573770491804,0.6885245901639344,0.2878787878787879,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6716440788550373,0.424757513098482,0.6716440788550373,1.3333333333333333,"{""novig"": {""1.5"": {""over"": 117, ""under"": -150}}, ""bet365"": {""1.5"": {""over"": 105, ""under"": -140}}, ""betmgm"": {""1.5"": {""over"": 110, ""under"": -150}}, ""pinnacle"": {""1.5"": {""over"": 110, ""under"": -147}}, ""draftkings"": {""1.5"": {""over"": 116, ""under"": -154}}}",0.5,,,,,False,,1.5,under,bet365,-140.0,0.5833333333333334,True,-0.0081
668942,Josh Rojas,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,0,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,L,4,4,1,0,0,0,0,0,0,1,1,3,0,0,0,3,0,0.141,0.155,1,0,1,0,1,0,0.2,0.25,0.7666666666666667,0.21875,0.22727272727272727,0.16666666666666666,0.03125,0.0625,0.7333333333333333,0.4666666666666667,0.34782608695652173,0.08695652173913043,0.391304347826087,0.43478260869565216,0.0,0.2373,0.4789833333333333,0.14285714285714285,0.269805555555556,0.2692307692307692,0.5,0.2413793103448276,0.14893617021276595,0.2765957446808511,0.24,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.47225277665627824,0.2975033466660196,0.47225277665627824,0.7333333333333333,,0.5,,,,,False,,1.5,,,,,False,
657041,Lane Thomas,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,1,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,R,4,4,3,1,0,0,0,0,0,0,4,4,0,2,0,2,2,0.42325,0.6,1,1,1,1,0,0,0.22807017543859648,0.2903225806451613,0.6842105263157895,0.2903225806451613,0.2972972972972973,0.22807017543859648,0.03225806451612903,0.11290322580645161,1.7333333333333334,1.2,0.5641025641025641,0.3076923076923077,0.48717948717948717,0.1282051282051282,0.0,0.38281666666666664,0.6063666666666667,0.25,0.8309000000000001,0.20689655172413793,0.43103448275862066,0.234375,0.2553191489361702,0.44680851063829785,0.2692307692307692,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6584788270241381,0.3848361652367318,0.6584788270241381,1.7333333333333334,"{""novig"": {""1.5"": {""over"": 133, ""under"": -174}}, ""bet365"": {""1.5"": {""over"": 125, ""under"": -165}}, ""betmgm"": {""1.5"": {""over"": 138, ""under"": -190}}, ""pinnacle"": {""1.5"": {""over"": 127, ""under"": -169}}, ""draftkings"": {""1.5"": {""over"": 131, ""under"": -174}}}",0.5,,,,,False,,1.5,under,bet365,-165.0,0.6226415094339622,True,-0.0075
571912,Luke Maile,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,1,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,R,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1265,0.3895,0,0,0,0,1,1,0.21052631578947367,0.3023255813953488,0.631578947368421,0.3111111111111111,0.30434782608695654,0.10526315789473684,0.022222222222222223,0.022222222222222223,0.8,0.9333333333333333,0.4230769230769231,0.23076923076923078,0.5,0.23076923076923078,0.0,0.4179583333333334,0.5904444444444444,0.36363636363636365,0.562666666666667,0.23684210526315788,0.3157894736842105,0.29545454545454547,0.28205128205128205,0.48717948717948717,0.29545454545454547,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.5530508203380369,0.3129682883117258,0.5530508203380369,0.8,,0.5,,,,,False,,1.5,,,,,False,
686681,Michael Massey,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,0,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,L,4,4,0,0,0,0,0,0,0,0,0,4,0,2,2,2,0,0.1605,0.33,0,0,0,0,0,0,0.2765957446808511,0.37037037037037035,0.7872340425531915,0.18518518518518517,0.35135135135135137,0.0851063829787234,0.0,0.07407407407407407,1.1333333333333333,0.6666666666666666,0.40540540540540543,0.40540540540540543,0.40540540540540543,0.13513513513513514,0.0,0.370827380952381,0.4948333333333333,0.42857142857142855,0.5241333333333333,0.3404255319148936,0.46808510638297873,0.07272727272727272,0.16,0.28,0.24528301886792453,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6382073594787913,0.3839813552335491,0.6382073594787913,1.1333333333333333,"{""novig"": {""1.5"": {""over"": 141}}, ""bet365"": {""1.5"": {""over"": 150, ""under"": -200}}, ""pinnacle"": {""1.5"": {""over"": 151, ""under"": -205}}}",0.5,,,,,False,,1.5,under,bet365,-200.0,0.6666666666666666,True,-0.0506
679845,Nick Loftin,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,1,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,R,3,3,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0.15533333333333335,0.18100000000000002,0,0,0,0,0,0,0.2692307692307692,0.3448275862068966,0.8846153846153846,0.1016949152542373,0.2727272727272727,0.17307692307692307,0.03389830508474576,0.05084745762711865,1.5333333333333334,0.4,0.2391304347826087,0.21739130434782608,0.41304347826086957,0.34782608695652173,0.021739130434782608,0.26995714285714284,0.38546071428571427,0.45,0.4789,0.21153846153846154,0.4423076923076923,0.1206896551724138,0.32653061224489793,0.5306122448979592,0.13793103448275862,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6656322712558528,0.41146877702868206,0.6656322712558528,1.5333333333333334,"{""novig"": {""1.5"": {""over"": 144}}, ""betmgm"": {""0.5"": {""over"": -185, ""under"": 135}}, ""bet365"": {""1.5"": {""over"": 155, ""under"": -210}}, ""pinnacle"": {""0.5"": {""over"": -200, ""under"": 148}}, ""draftkings"": {""1.5"": {""over"": 142, ""under"": -190}}}",0.5,over,betmgm,-185.0,0.6491228070175439,True,0.0165,1.5,under,draftkings,-190.0,0.6551724137931034,True,-0.0666
521692,Salvador Perez,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,1,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,R,4,4,1,1,0,0,0,0,0,2,2,2,0,1,0,1,1,0.4485,0.6799999999999999,1,0,1,1,1,1,0.22413793103448276,0.2459016393442623,0.7413793103448276,0.2459016393442623,0.27906976744186046,0.13793103448275862,0.01639344262295082,0.08196721311475409,1.4,1.0,0.5227272727272727,0.2727272727272727,0.38636363636363635,0.2727272727272727,0.022727272727272728,0.29728571428571426,0.45109523809523816,0.21052631578947367,0.5121874999999998,0.2,0.3333333333333333,0.25396825396825395,0.2711864406779661,0.423728813559322,0.1875,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6754614370112417,0.42584425899272843,0.6754614370112417,1.4,"{""novig"": {""1.5"": {""over"": 133, ""under"": -174}}, ""bet365"": {""1.5"": {""over"": 120, ""under"": -160}}, ""betmgm"": {""1.5"": {""over"": 125, ""under"": -165}}, ""pinnacle"": {""1.5"": {""over"": 123, ""under"": -164}}, ""draftkings"": {""1.5"": {""over"": 132, ""under"": -177}}}",0.5,,,,,False,,1.5,under,bet365,-160.0,0.6153846153846154,True,-0.0412
516782,Starling Marte,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,1,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,R,3,3,1,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0.0595,0.067,1,0,1,0,1,0,0.2765957446808511,0.33962264150943394,0.723404255319149,0.24528301886792453,0.35294117647058826,0.0851063829787234,0.018867924528301886,0.018867924528301886,1.1333333333333333,0.8666666666666667,0.42857142857142855,0.2857142857142857,0.5142857142857142,0.11428571428571428,0.0,0.37893589743589745,0.6186217948717949,0.26666666666666666,0.4986499999999999,0.23255813953488372,0.4186046511627907,0.2765957446808511,0.2765957446808511,0.3617021276595745,0.25,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6341650372818767,0.4159657365792448,0.6341650372818767,1.1333333333333333,,0.5,,,,,False,,1.5,,,,,False,
686475,Tyler Tolbert,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,1,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,R,3,3,1,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0.216,0.2323333333333333,1,0,1,0,0,0,0.4090909090909091,0.4489795918367347,0.7954545454545454,0.18,0.47058823529411764,0.1590909090909091,0.04,0.02,1.6666666666666667,0.6,0.32432432432432434,0.32432432432432434,0.4594594594594595,0.16216216216216217,0.05405405405405406,0.3743452380952381,0.4566142857142857,0.631578947368421,0.40271999999999997,0.44,0.6,0.1935483870967742,0.3333333333333333,0.4444444444444444,0.175,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6381367459886884,0.4065266263771301,0.6381367459886884,1.6666666666666667,,0.5,,,,,False,,1.5,,,,,False,
686469,Vinnie Pasquantino,KC,SD,1,,,650633.0,Michael King,R,824090,8:10 PM ET,,0,1,0.23905109489051096,2026-07-17,824090,0,1,102.1,L,4,4,1,0,0,0,0,0,0,2,1,2,0,1,0,2,0,0.2185,0.245,1,0,1,0,1,1,0.27586206896551724,0.36363636363636365,0.8448275862068966,0.13636363636363635,0.3125,0.1206896551724138,0.015151515151515152,0.06060606060606061,1.5333333333333334,0.6,0.46938775510204084,0.3673469387755102,0.22448979591836735,0.24489795918367346,0.04081632653061224,0.3614388888888888,0.5395966666666666,0.23529411764705882,0.38398333333333345,0.25,0.39285714285714285,0.09523809523809523,0.20689655172413793,0.25862068965517243,0.25757575757575757,0.7136929460580913,0.21256038647342995,0.3474178403755869,0.11267605633802817,0.47093023255813954,0.2441860465116279,0.029069767441860465,7.9411764705882355,0.9529411764705881,6.829411764705882,0.17916666666666667,0.6679386443780047,0.417169951009086,0.6679386443780047,1.5333333333333334,"{""novig"": {""1.5"": {""over"": 133, ""under"": -174}}, ""bet365"": {""1.5"": {""over"": 132, ""under"": -175}}, ""betmgm"": {""1.5"": {""over"": 120, ""under"": -160}}, ""pinnacle"": {""1.5"": {""over"": 140, ""under"": -188}}, ""draftkings"": {""1.5"": {""over"": 129, ""under"": -172}}}",0.5,,,,,False,,1.5,under,betmgm,-160.0,0.6153846153846154,True,-0.0326
665487,Fernando Tatis Jr.,SD,KC,0,,,607625.0,Seth Lugo,R,824090,8:10 PM ET,,1,1,0.21616871704745166,2026-07-17,824090,0,1,102.1,R,4,4,0,0,0,0,0,0,0,2,0,2,0,1,1,1,0,0.054,0.061,0,0,0,0,1,1,0.25396825396825395,0.3188405797101449,0.7619047619047619,0.21739130434782608,0.30434782608695654,0.15873015873015872,0.028985507246376812,0.057971014492753624,1.7333333333333334,1.0,0.5,0.14583333333333334,0.625,0.16666666666666666,0.020833333333333332,0.3202119047619047,0.47404999999999997,0.25,0.4097333333333334,0.2698412698412698,0.4126984126984127,0.21739130434782608,0.38333333333333336,0.5,0.22388059701492538,0.7659574468085106,0.2537313432835821,0.5700934579439252,0.27102803738317754,0.4111111111111111,0.3611111111111111,0.022222222222222223,10.867924528301886,2.207547169811321,6.452830188679245,0.16170212765957448,0.7150910403416767,0.49076311846298054,0.7150910403416767,1.7333333333333334,"{""novig"": {""1.5"": {""over"": -130, ""under"": -100}}, ""pinnacle"": {""1.5"": {""over"": -138, ""under"": 104}}, ""draftkings"": {""1.5"": {""over"": -132, ""under"": -101}}}",0.5,,,,,False,,1.5,under,pinnacle,104.0,0.49019607843137253,True,0.019
657757,Gavin Sheets,SD,KC,0,,,607625.0,Seth Lugo,R,824090,8:10 PM ET,,0,1,0.21616871704745166,2026-07-17,824090,0,1,102.1,L,4,3,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0.025,0.0325,0,0,0,0,1,0,0.21739130434782608,0.3684210526315789,0.8260869565217391,0.13793103448275862,0.2222222222222222,0.17391304347826086,0.034482758620689655,0.034482758620689655,1.2,0.5333333333333333,0.23684210526315788,0.18421052631578946,0.6578947368421053,0.10526315789473684,0.02631578947368421,0.28984523809523804,0.4398892857142857,0.0,0.18416666666666676,0.21739130434782608,0.391304347826087,0.13793103448275862,0.14583333333333334,0.16666666666666666,0.2,0.7659574468085106,0.2537313432835821,0.5700934579439252,0.27102803738317754,0.4111111111111111,0.3611111111111111,0.022222222222222223,10.867924528301886,2.207547169811321,6.452830188679245,0.16170212765957448,0.6148858851271625,0.3794412802891138,0.6148858851271625,1.2,"{""novig"": {""1.5"": {""over"": 113, ""under"": -147}}, ""bet365"": {""1.5"": {""over"": 110, ""under"": -150}}, ""betmgm"": {""1.5"": {""over"": 115, ""under"": -155}}, ""pinnacle"": {""1.5"": {""over"": 116, ""under"": -154}}, ""draftkings"": {""1.5"": {""over"": 112, ""under"": -149}}}",0.5,,,,,False,,1.5,under,novig,-147.0,0.5951417004048583,True,0.0254
701538,Jackson Merrill,SD,KC,0,,,607625.0,Seth Lugo,R,824090,8:10 PM ET,,0,1,0.21616871704745166,2026-07-17,824090,0,1,102.1,L,4,4,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0.10700000000000001,0.1085,0,0,0,0,1,1,0.288135593220339,0.3333333333333333,0.7288135593220338,0.25396825396825395,0.36585365853658536,0.1016949152542373,0.031746031746031744,0.0,1.5333333333333334,1.0666666666666667,0.3953488372093023,0.3023255813953488,0.4186046511627907,0.2558139534883721,0.023255813953488372,0.3687055555555556,0.5322477777777778,0.3,0.49338999999999994,0.2631578947368421,0.38596491228070173,0.2698412698412698,0.23214285714285715,0.26785714285714285,0.20967741935483872,0.7659574468085106,0.2537313432835821,0.5700934579439252,0.27102803738317754,0.4111111111111111,0.3611111111111111,0.022222222222222223,10.867924528301886,2.207547169811321,6.452830188679245,0.16170212765957448,0.681418071679734,0.4453062479882514,0.681418071679734,1.5333333333333334,"{""novig"": {""1.5"": {""over"": -115, ""under"": -102}}, ""bet365"": {""1.5"": {""over"": -130, ""under"": -105}}, ""betmgm"": {""1.5"": {""over"": -110, ""under"": -120}}, ""pinnacle"": {""1.5"": {""over"": -123, ""under"": -108}}, ""draftkings"": {""1.5"": {""over"": -115, ""under"": -115}}}",0.5,,,,,False,,1.5,under,novig,-102.0,0.504950495049505,True,0.0497
630105,Jake Cronenworth,SD,KC,0,,,607625.0,Seth Lugo,R,824090,8:10 PM ET,,0,1,0.21616871704745166,2026-07-17,824090,0,1,102.1,L,4,4,2,0,0,0,0,0,0,2,2,2,0,2,0,1,1,0.5845,0.7010000000000001,1,1,1,1,1,1,0.2553191489361702,0.2857142857142857,0.7446808510638298,0.24,0.30303030303030304,0.14893617021276595,0.04,0.02,1.2666666666666666,0.8,0.25,0.2777777777777778,0.4722222222222222,0.2222222222222222,0.027777777777777776,0.2643205128205129,0.43222435897435896,0.25,0.5575000000000006,0.24444444444444444,0.4,0.2708333333333333,0.10638297872340426,0.10638297872340426,0.25925925925925924,0.7659574468085106,0.2537313432835821,0.5700934579439252,0.27102803738317754,0.4111111111111111,0.3611111111111111,0.022222222222222223,10.867924528301886,2.207547169811321,6.452830188679245,0.16170212765957448,0.6422588958629375,0.38033950841327213,0.6422588958629375,1.2666666666666666,"{""novig"": {""1.5"": {""over"": 135, ""under"": -182}}, ""betmgm"": {""0.5"": {""over"": -185, ""under"": 135}}, ""bet365"": {""1.5"": {""over"": 132, ""under"": -175}}, ""pinnacle"": {""1.5"": {""over"": 135, ""under"": -181}}, ""draftkings"": {""1.5"": {""over"": 133, ""under"": -177}}}",0.5,over,betmgm,-185.0,0.6491228070175439,True,-0.0069,1.5,under,bet365,-175.0,0.6363636363636364,True,-0.0167
687749,Jase Bowen,SD,KC,0,,,607625.0,Seth Lugo,R,824090,8:10 PM ET,,1,1,0.21616871704745166,2026-07-17,824090,0,1,102.1,R,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.43775,0.53925,0,0,0,0,1,1,0.12121212121212122,0.17142857142857143,0.6666666666666666,0.3142857142857143,0.18181818181818182,0.030303030303030304,0.0,0.02857142857142857,0.3333333333333333,0.7333333333333333,0.2727272727272727,0.13636363636363635,0.4090909090909091,0.45454545454545453,0.0,0.3431458333333333,0.5887430555555556,0.1111111111111111,0.7804500000000001,0.19230769230769232,0.3076923076923077,0.3076923076923077,0.14814814814814814,0.2222222222222222,0.41379310344827586,0.7659574468085106,0.2537313432835821,0.5700934579439252,0.27102803738317754,0.4111111111111111,0.3611111111111111,0.022222222222222223,10.867924528301886,2.207547169811321,6.452830188679245,0.16170212765957448,0.5594784992972527,0.3381172916404011,0.5594784992972527,0.3333333333333333,,0.5,,,,,False,,1.5,,,,,False,
